match_date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_goals_ht,away_goals_ht,result_ht,referee,home_shots,away_shots,home_shots_target,away_shots_target,home_corners,away_corners,home_fouls,away_fouls,home_yellows,away_yellows,home_reds,away_reds,odds_home_pinnacle_close,odds_draw_pinnacle_close,odds_away_pinnacle_close,odds_home_b365_close,odds_draw_b365_close,odds_away_b365_close,season,home_team,away_team
2013-03-02,Chelsea,West Brom,1,0,H,1,0,H,K Friend,25,8,19,4,9,7,12,16,1,2,0,0,1.37,5.2,10.31,1.4,5.0,9.0,2012-13,Chelsea,West Bromwich Albion
2013-03-02,Everton,Reading,3,1,H,1,0,H,A Taylor,18,12,12,6,9,10,8,8,1,1,0,0,1.35,5.36,10.8,1.38,5.0,10.0,2012-13,Everton,Reading
2013-03-02,Man United,Norwich,4,0,H,1,0,H,N Swarbrick,13,1,10,1,7,3,5,15,0,4,0,0,1.24,6.64,15.5,1.33,5.5,11.0,2012-13,Manchester United,Norwich City
2013-03-02,Southampton,QPR,1,2,A,1,1,D,H Webb,17,5,9,3,6,3,7,15,1,3,0,0,1.68,4.01,5.6,1.85,3.8,4.5,2012-13,Southampton,Queens Park Rangers
2013-03-02,Stoke,West Ham,0,1,A,0,1,A,J Moss,10,10,2,7,4,2,12,12,1,2,0,0,2.49,3.25,3.19,2.15,3.25,4.0,2012-13,Stoke City,West Ham United
2013-03-02,Sunderland,Fulham,2,2,D,1,2,A,M Halsey,12,7,6,4,7,3,9,14,1,3,0,0,2.24,3.35,3.62,2.4,3.3,3.3,2012-13,Sunderland,Fulham
2013-03-02,Swansea,Newcastle,1,0,H,0,0,D,C Pawson,10,14,7,7,7,7,9,17,0,2,0,0,2.04,3.65,3.85,2.1,3.6,3.75,2012-13,Swansea City,Newcastle United
2013-03-02,Wigan,Liverpool,0,4,A,0,3,A,M Atkinson,15,8,11,7,4,3,11,15,2,2,0,0,4.84,3.99,1.78,4.5,3.75,1.85,2012-13,Wigan Athletic,Liverpool
2013-03-03,Tottenham,Arsenal,2,1,H,2,0,H,M Clattenburg,11,10,5,6,4,6,17,13,3,1,0,0,2.46,3.51,3.05,2.3,3.6,3.25,2012-13,Tottenham Hotspur,Arsenal
2013-03-04,Aston Villa,Man City,0,1,A,0,1,A,M Dean,10,20,5,12,6,5,10,14,2,0,0,0,7.62,5.05,1.44,7.5,4.5,1.44,2012-13,Aston Villa,Manchester City
2013-03-09,Norwich,Southampton,0,0,D,0,0,D,M Clattenburg,3,15,2,7,1,7,9,10,2,3,0,0,2.82,3.33,2.74,2.5,3.4,3.0,2012-13,Norwich City,Southampton
2013-03-09,QPR,Sunderland,3,1,H,1,1,D,M Jones,15,7,8,3,4,5,4,19,0,2,0,0,2.27,3.26,3.66,2.25,3.4,3.5,2012-13,Queens Park Rangers,Sunderland
2013-03-09,Reading,Aston Villa,1,2,A,1,2,A,J Moss,10,18,4,7,6,1,8,7,2,3,0,0,2.56,3.43,2.94,2.45,3.4,3.1,2012-13,Reading,Aston Villa
2013-03-09,West Brom,Swansea,2,1,H,1,1,D,L Mason,12,9,6,4,3,3,9,10,1,1,0,0,2.25,3.47,3.47,2.45,3.3,3.2,2012-13,West Bromwich Albion,Swansea City
2013-03-10,Liverpool,Tottenham,3,2,H,1,1,D,M Oliver,10,15,4,9,1,4,9,8,1,1,0,0,1.86,4.11,4.13,1.95,3.8,4.0,2012-13,Liverpool,Tottenham Hotspur
2013-03-10,Newcastle,Stoke,2,1,H,0,0,D,A Marriner,14,7,6,4,14,4,10,12,1,1,0,0,1.75,3.63,5.74,1.83,3.7,4.8,2012-13,Newcastle United,Stoke City
2013-03-16,Aston Villa,QPR,3,2,H,1,1,D,K Friend,10,18,6,11,9,6,16,10,3,2,0,0,2.37,3.38,3.31,2.3,3.4,3.4,2012-13,Aston Villa,Queens Park Rangers
2013-03-16,Everton,Man City,2,0,H,1,0,H,L Probert,11,17,5,11,13,6,15,10,4,3,1,0,3.57,3.48,2.2,3.9,3.6,2.05,2012-13,Everton,Manchester City
2013-03-16,Man United,Reading,1,0,H,1,0,H,L Mason,17,5,8,1,5,4,5,16,0,2,0,0,1.14,9.28,22.5,1.17,9.0,19.0,2012-13,Manchester United,Reading
2013-03-16,Southampton,Liverpool,3,1,H,2,1,H,P Dowd,17,8,12,6,7,5,10,10,0,1,0,0,3.79,3.77,2.02,4.2,3.8,1.91,2012-13,Southampton,Liverpool
2013-03-16,Stoke,West Brom,0,0,D,0,0,D,M Dean,13,9,5,5,7,1,15,11,2,2,0,0,2.87,3.18,2.79,2.5,3.3,3.1,2012-13,Stoke City,West Bromwich Albion
2013-03-16,Swansea,Arsenal,0,2,A,0,0,D,J Moss,9,15,2,11,3,7,2,7,1,1,0,0,3.44,3.6,2.2,3.4,3.5,2.25,2012-13,Swansea City,Arsenal
2013-03-17,Chelsea,West Ham,2,0,H,1,0,H,M Oliver,24,15,14,9,5,5,5,14,0,2,0,0,1.38,5.29,9.33,1.4,5.0,9.0,2012-13,Chelsea,West Ham United
2013-03-17,Sunderland,Norwich,1,1,D,1,1,D,C Foy,16,7,8,3,5,9,11,11,1,3,0,1,2.02,3.47,4.2,2.05,3.5,4.0,2012-13,Sunderland,Norwich City
2013-03-17,Tottenham,Fulham,0,1,A,0,0,D,M Jones,12,6,6,2,5,5,10,5,1,1,0,0,1.53,4.34,7.3,1.5,4.5,7.5,2012-13,Tottenham Hotspur,Fulham
2013-03-17,Wigan,Newcastle,2,1,H,1,0,H,M Halsey,13,9,10,4,7,3,7,12,1,1,0,0,2.27,3.45,3.44,2.3,3.4,3.4,2012-13,Wigan Athletic,Newcastle United
2013-03-30,Arsenal,Reading,4,1,H,1,0,H,C Foy,23,4,14,2,11,3,9,14,0,1,0,0,1.25,6.6,13.99,1.25,6.5,15.0,2012-13,Arsenal,Reading
2013-03-30,Everton,Stoke,1,0,H,1,0,H,M Jones,15,10,9,5,4,3,13,18,1,3,0,0,1.75,3.59,5.93,1.57,3.9,7.5,2012-13,Everton,Stoke City
2013-03-30,Man City,Newcastle,4,0,H,2,0,H,N Swarbrick,19,5,11,1,9,2,6,8,0,2,0,0,1.31,5.75,11.5,1.33,5.5,11.0,2012-13,Manchester City,Newcastle United
2013-03-30,Southampton,Chelsea,2,1,H,2,1,H,J Moss,13,7,8,4,7,7,12,6,2,1,0,0,3.04,3.41,2.5,3.5,3.5,2.2,2012-13,Southampton,Chelsea
2013-03-30,Sunderland,Man United,0,1,A,0,1,A,K Friend,9,10,4,6,3,6,11,9,3,1,0,0,6.16,3.81,1.68,6.0,4.0,1.65,2012-13,Sunderland,Manchester United
2013-03-30,Swansea,Tottenham,1,2,A,0,2,A,A Taylor,11,9,3,7,5,2,5,10,2,4,0,0,3.17,3.45,2.41,3.4,3.4,2.3,2012-13,Swansea City,Tottenham Hotspur
2013-03-30,West Ham,West Brom,3,1,H,2,0,H,A Marriner,14,17,8,11,5,3,10,13,1,1,0,1,2.16,3.38,3.75,2.3,3.4,3.4,2012-13,West Ham United,West Bromwich Albion
2013-03-30,Wigan,Norwich,1,0,H,0,0,D,H Webb,13,9,6,5,10,3,13,9,1,2,0,0,1.74,3.77,5.55,1.95,3.6,4.33,2012-13,Wigan Athletic,Norwich City
2013-03-31,Aston Villa,Liverpool,1,2,A,1,0,H,L Mason,10,16,7,12,7,8,9,8,1,1,0,0,5.69,4.43,1.62,5.0,4.0,1.75,2012-13,Aston Villa,Liverpool
2013-04-01,Fulham,QPR,3,2,H,3,1,H,L Probert,9,19,5,11,3,6,11,7,2,1,1,0,2.12,3.55,3.75,2.0,3.6,4.0,2012-13,Fulham,Queens Park Rangers
2013-04-06,Norwich,Swansea,2,2,D,1,1,D,M Oliver,12,16,9,9,2,5,8,16,5,3,0,0,2.52,3.37,3.06,2.63,3.3,2.9,2012-13,Norwich City,Swansea City
2013-04-06,Reading,Southampton,0,2,A,0,1,A,M Jones,8,12,3,4,8,4,5,11,0,0,0,0,3.77,3.53,2.12,3.3,3.6,2.25,2012-13,Reading,Southampton
2013-04-06,Stoke,Aston Villa,1,3,A,0,1,A,M Clattenburg,6,11,2,8,4,2,16,11,3,1,0,0,2.14,3.32,3.97,2.1,3.4,4.0,2012-13,Stoke City,Aston Villa
2013-04-06,West Brom,Arsenal,1,2,A,0,1,A,H Webb,16,11,5,6,6,4,7,15,2,4,0,1,5.08,4.01,1.74,4.1,3.7,1.95,2012-13,West Bromwich Albion,Arsenal
2013-04-07,Chelsea,Sunderland,2,1,H,0,1,A,N Swarbrick,14,7,7,3,8,5,9,15,0,2,0,0,1.28,6.12,12.98,1.36,5.0,11.0,2012-13,Chelsea,Sunderland
2013-04-07,Liverpool,West Ham,0,0,D,0,0,D,A Taylor,19,10,12,4,12,2,8,4,0,1,0,0,1.31,5.83,11.5,1.36,5.5,9.0,2012-13,Liverpool,West Ham United
2013-04-07,Newcastle,Fulham,1,0,H,0,0,D,K Friend,20,5,10,3,10,3,13,11,2,2,0,0,1.87,3.75,4.51,2.1,3.5,3.8,2012-13,Newcastle United,Fulham
2013-04-07,QPR,Wigan,1,1,D,0,0,D,P Dowd,6,16,2,10,2,10,9,12,2,3,1,0,2.45,3.43,3.12,2.38,3.4,3.25,2012-13,Queens Park Rangers,Wigan Athletic
2013-04-07,Tottenham,Everton,2,2,D,1,1,D,A Marriner,19,9,10,5,7,6,14,8,1,1,0,0,2.18,3.27,3.87,2.2,3.4,3.6,2012-13,Tottenham Hotspur,Everton
2013-04-08,Man United,Man City,1,2,A,0,0,D,M Dean,16,9,7,5,9,4,13,18,3,5,0,0,2.5,3.33,3.11,2.3,3.5,3.3,2012-13,Manchester United,Manchester City
2013-04-13,Arsenal,Norwich,3,1,H,0,0,D,M Jones,10,5,7,5,9,3,8,10,1,2,0,0,1.27,6.27,13.56,1.25,6.5,14.0,2012-13,Arsenal,Norwich City
2013-04-13,Aston Villa,Fulham,1,1,D,0,0,D,P Dowd,15,8,7,3,8,5,5,15,1,2,0,0,2.24,3.43,3.52,2.3,3.3,3.5,2012-13,Aston Villa,Fulham
2013-04-13,Everton,QPR,2,0,H,1,0,H,L Mason,14,8,10,5,13,5,6,12,3,3,0,0,1.47,4.51,8.36,1.44,4.75,8.0,2012-13,Everton,Queens Park Rangers
2013-04-13,Reading,Liverpool,0,0,D,0,0,D,M Clattenburg,7,26,5,15,4,9,9,8,2,1,0,0,7.82,4.88,1.45,8.0,4.75,1.45,2012-13,Reading,Liverpool
2013-04-13,Southampton,West Ham,1,1,D,0,0,D,M Dean,15,6,11,4,7,4,9,18,2,3,0,0,1.78,3.83,5.05,1.91,3.75,4.2,2012-13,Southampton,West Ham United
2013-04-14,Newcastle,Sunderland,0,3,A,0,1,A,H Webb,15,8,9,7,10,9,14,7,3,2,0,0,1.85,3.51,5.14,1.95,3.5,4.5,2012-13,Newcastle United,Sunderland
2013-04-14,Stoke,Man United,0,2,A,0,1,A,J Moss,13,9,4,3,3,7,9,9,1,1,0,0,6.48,4.03,1.62,7.0,3.9,1.6,2012-13,Stoke City,Manchester United
2013-04-16,Arsenal,Everton,0,0,D,0,0,D,N Swarbrick,10,10,6,5,8,1,11,12,2,3,0,0,1.74,3.7,5.5,1.75,3.9,5.0,2012-13,Arsenal,Everton
2013-04-17,Fulham,Chelsea,0,3,A,0,2,A,M Dean,11,13,7,10,6,5,11,11,2,1,0,0,5.61,3.9,1.7,4.75,3.8,1.8,2012-13,Fulham,Chelsea
2013-04-17,Man City,Wigan,1,0,H,0,0,D,J Moss,10,8,4,6,5,4,12,5,2,1,0,0,1.32,5.88,10.99,1.25,6.5,14.0,2012-13,Manchester City,Wigan Athletic
2013-04-17,West Ham,Man United,2,2,D,1,1,D,L Probert,10,15,4,9,2,5,9,7,1,0,0,0,5.11,3.82,1.78,5.5,3.9,1.7,2012-13,West Ham United,Manchester United
2013-04-20,Fulham,Arsenal,0,1,A,0,1,A,A Marriner,7,10,5,7,7,3,13,8,0,2,1,1,6.4,4.3,1.57,5.0,4.0,1.75,2012-13,Fulham,Arsenal
2013-04-20,Norwich,Reading,2,1,H,0,0,D,M Dean,19,14,9,6,8,8,8,12,2,3,0,0,1.8,3.61,5.33,1.75,3.8,5.25,2012-13,Norwich City,Reading
2013-04-20,QPR,Stoke,0,2,A,0,1,A,C Foy,25,11,11,4,5,5,8,14,1,2,0,0,2.21,3.21,3.91,2.25,3.4,3.5,2012-13,Queens Park Rangers,Stoke City
2013-04-20,Sunderland,Everton,1,0,H,1,0,H,P Dowd,8,8,4,5,3,10,6,15,1,2,0,0,3.51,3.3,2.31,3.4,3.4,2.3,2012-13,Sunderland,Everton
2013-04-20,Swansea,Southampton,0,0,D,0,0,D,M Halsey,14,9,7,5,7,2,11,13,0,0,0,0,2.27,3.41,3.45,2.38,3.5,3.1,2012-13,Swansea City,Southampton
2013-04-20,West Brom,Newcastle,1,1,D,0,1,A,M Jones,8,10,4,6,15,2,9,10,0,2,0,0,2.43,3.43,3.15,2.25,3.5,3.4,2012-13,West Bromwich Albion,Newcastle United
2013-04-20,West Ham,Wigan,2,0,H,1,0,H,N Swarbrick,17,18,11,10,3,6,12,11,3,1,0,0,2.48,3.42,3.09,2.3,3.5,3.3,2012-13,West Ham United,Wigan Athletic
2013-04-21,Liverpool,Chelsea,2,2,D,0,1,A,K Friend,23,9,12,6,8,5,8,11,5,2,0,0,2.15,3.54,3.65,2.15,3.6,3.6,2012-13,Liverpool,Chelsea
2013-04-21,Tottenham,Man City,3,1,H,0,1,A,L Mason,11,11,8,7,4,5,11,10,3,3,0,0,2.79,3.27,2.8,3.25,3.6,2.3,2012-13,Tottenham Hotspur,Manchester City
2013-04-22,Man United,Aston Villa,3,0,H,3,0,H,A Taylor,10,8,5,5,5,3,10,6,1,0,0,0,1.27,6.47,13.25,1.25,6.75,13.0,2012-13,Manchester United,Aston Villa
2013-04-27,Everton,Fulham,1,0,H,1,0,H,J Moss,17,6,10,2,7,2,12,16,1,3,0,0,1.51,4.53,7.33,1.5,4.5,7.5,2012-13,Everton,Fulham
2013-04-27,Man City,West Ham,2,1,H,1,0,H,H Webb,16,9,10,6,9,4,9,7,1,3,0,0,1.25,6.41,15.52,1.29,6.0,12.0,2012-13,Manchester City,West Ham United
2013-04-27,Newcastle,Liverpool,0,6,A,0,2,A,A Marriner,5,11,1,10,5,7,14,7,3,2,1,0,3.26,3.45,2.35,2.88,3.6,2.5,2012-13,Newcastle United,Liverpool
2013-04-27,Southampton,West Brom,0,3,A,0,1,A,R Madley,16,11,4,9,7,6,9,11,2,2,2,1,1.78,3.83,5.07,1.85,3.75,4.6,2012-13,Southampton,West Bromwich Albion
2013-04-27,Stoke,Norwich,1,0,H,0,0,D,A Taylor,12,5,4,0,5,3,10,8,4,2,0,0,2.14,3.16,4.21,2.25,3.3,3.6,2012-13,Stoke City,Norwich City
2013-04-27,Wigan,Tottenham,2,2,D,1,1,D,M Atkinson,6,14,4,7,3,3,12,10,3,1,0,0,3.31,3.48,2.31,3.8,3.6,2.05,2012-13,Wigan Athletic,Tottenham Hotspur
2013-04-28,Arsenal,Man United,1,1,D,1,1,D,P Dowd,19,10,13,5,7,2,12,10,3,5,0,0,2.35,3.56,3.19,2.25,3.6,3.3,2012-13,Arsenal,Manchester United
2013-04-28,Chelsea,Swansea,2,0,H,2,0,H,M Clattenburg,21,11,14,8,6,3,9,10,1,3,0,0,1.43,4.96,8.44,1.36,5.5,9.0,2012-13,Chelsea,Swansea City
2013-04-28,Reading,QPR,0,0,D,0,0,D,K Friend,13,15,7,5,9,7,12,14,0,2,0,0,2.5,3.48,3.0,2.55,3.5,2.88,2012-13,Reading,Queens Park Rangers
2013-04-29,Aston Villa,Sunderland,6,1,H,2,1,H,L Probert,18,7,15,4,4,4,10,15,0,3,0,1,2.22,3.29,3.71,2.3,3.4,3.4,2012-13,Aston Villa,Sunderland
2013-05-04,Fulham,Reading,2,4,A,0,1,A,N Swarbrick,18,20,13,13,3,3,14,7,2,1,0,0,1.67,3.95,5.96,1.73,3.9,5.25,2012-13,Fulham,Reading
2013-05-04,Norwich,Aston Villa,1,2,A,0,0,D,K Friend,9,12,4,6,6,5,15,13,2,3,0,0,2.57,3.14,3.18,2.55,3.3,3.0,2012-13,Norwich City,Aston Villa
2013-05-04,QPR,Arsenal,0,1,A,0,1,A,J Moss,14,13,6,11,3,7,8,6,2,1,0,0,9.4,5.45,1.37,8.0,4.75,1.44,2012-13,Queens Park Rangers,Arsenal
2013-05-04,Swansea,Man City,0,0,D,0,0,D,M Jones,7,12,1,8,4,4,9,10,0,0,0,0,4.86,3.86,1.81,5.25,3.8,1.75,2012-13,Swansea City,Manchester City
2013-05-04,Tottenham,Southampton,1,0,H,0,0,D,M Clattenburg,7,10,4,6,5,5,8,9,1,1,0,0,1.52,4.47,7.32,1.44,4.75,8.0,2012-13,Tottenham Hotspur,Southampton
2013-05-04,West Brom,Wigan,2,3,A,1,1,D,L Probert,17,13,11,8,7,5,9,7,4,3,0,0,2.36,3.53,3.19,2.45,3.5,3.0,2012-13,West Bromwich Albion,Wigan Athletic
2013-05-04,West Ham,Newcastle,0,0,D,0,0,D,P Dowd,9,11,3,6,7,3,12,12,1,1,0,0,2.27,3.53,3.37,2.38,3.4,3.25,2012-13,West Ham United,Newcastle United
2013-05-05,Liverpool,Everton,0,0,D,0,0,D,M Oliver,16,11,8,4,3,5,10,10,1,2,0,0,1.97,3.6,4.25,1.95,3.6,4.2,2012-13,Liverpool,Everton
2013-05-05,Man United,Chelsea,0,1,A,0,0,D,H Webb,10,15,4,6,2,7,14,9,2,1,1,0,2.4,3.54,3.1,2.2,3.5,3.5,2012-13,Manchester United,Chelsea
2013-05-06,Sunderland,Stoke,1,1,D,0,1,A,L Mason,14,11,7,7,5,6,6,12,2,2,1,0,2.39,3.07,3.62,2.1,3.3,4.0,2012-13,Sunderland,Stoke City
2013-05-07,Man City,West Brom,1,0,H,1,0,H,P Dowd,21,20,9,11,6,8,10,9,2,1,0,0,1.4,5.05,9.43,1.4,5.0,9.0,2012-13,Manchester City,West Bromwich Albion
2013-05-07,Wigan,Swansea,2,3,A,1,0,H,K Friend,14,10,11,6,4,4,14,13,2,2,0,0,1.8,3.88,4.8,1.83,3.75,4.75,2012-13,Wigan Athletic,Swansea City
2013-05-08,Chelsea,Tottenham,2,2,D,2,1,H,M Dean,15,13,8,6,6,5,6,16,1,2,0,0,1.83,3.87,4.63,1.95,3.75,4.0,2012-13,Chelsea,Tottenham Hotspur
2013-05-11,Aston Villa,Chelsea,1,2,A,1,0,H,L Mason,12,11,7,8,6,7,13,8,2,3,1,1,5.65,4.33,1.63,4.5,3.8,1.85,2012-13,Aston Villa,Chelsea
2013-05-12,Everton,West Ham,2,0,H,1,0,H,P Dowd,23,7,13,2,7,1,8,11,1,2,0,0,1.5,4.37,7.92,1.5,4.5,7.5,2012-13,Everton,West Ham United
2013-05-12,Fulham,Liverpool,1,3,A,1,1,D,M Halsey,10,20,8,14,7,8,2,10,0,1,0,0,3.64,3.51,2.17,3.9,3.6,2.05,2012-13,Fulham,Liverpool
2013-05-12,Man United,Swansea,2,1,H,1,0,H,J Moss,16,5,9,2,7,5,5,6,0,0,0,0,1.36,5.35,10.19,1.3,5.75,12.0,2012-13,Manchester United,Swansea City
2013-05-12,Norwich,West Brom,4,0,H,1,0,H,H Webb,11,8,8,5,8,2,10,7,2,1,0,0,2.48,3.35,3.14,2.2,3.4,3.6,2012-13,Norwich City,West Bromwich Albion
2013-05-12,QPR,Newcastle,1,2,A,1,2,A,L Probert,8,10,3,7,2,2,8,8,1,3,0,1,3.0,3.69,2.41,3.4,3.4,2.3,2012-13,Queens Park Rangers,Newcastle United
2013-05-12,Stoke,Tottenham,1,2,A,1,1,D,K Friend,6,23,3,15,2,11,11,5,4,1,1,0,4.67,3.75,1.85,4.5,3.6,1.91,2012-13,Stoke City,Tottenham Hotspur
2013-05-12,Sunderland,Southampton,1,1,D,0,0,D,M Dean,5,15,5,10,3,10,9,10,0,2,0,0,3.47,3.1,2.43,2.8,3.2,2.8,2012-13,Sunderland,Southampton
2013-05-14,Arsenal,Wigan,4,1,H,1,1,D,M Dean,19,10,12,5,7,4,11,11,0,2,0,0,1.38,5.64,8.36,1.4,5.5,8.0,2012-13,Arsenal,Wigan Athletic
2013-05-14,Reading,Man City,0,2,A,0,1,A,M Atkinson,11,27,7,20,4,10,6,7,0,1,0,0,7.25,4.8,1.48,6.0,4.33,1.6,2012-13,Reading,Manchester City
2013-05-19,Chelsea,Everton,2,1,H,1,1,D,A Taylor,20,16,10,9,7,4,7,8,2,2,0,0,1.78,3.9,4.95,1.7,4.0,5.5,2012-13,Chelsea,Everton
2013-05-19,Liverpool,QPR,1,0,H,1,0,H,M Atkinson,27,10,20,3,14,0,7,3,1,3,0,0,1.25,6.8,13.98,1.25,7.0,12.0,2012-13,Liverpool,Queens Park Rangers
2013-05-19,Man City,Norwich,2,3,A,1,1,D,M Halsey,12,12,5,7,7,7,10,8,1,0,0,0,1.29,5.99,12.91,1.33,5.5,11.0,2012-13,Manchester City,Norwich City
2013-05-19,Newcastle,Arsenal,0,1,A,0,0,D,H Webb,7,9,2,3,4,4,17,10,1,2,0,0,6.26,4.63,1.55,6.0,4.6,1.55,2012-13,Newcastle United,Arsenal
2013-05-19,Southampton,Stoke,1,1,D,0,0,D,L Probert,11,7,7,3,3,4,9,7,0,2,0,0,1.7,3.74,5.96,1.75,3.8,5.25,2012-13,Southampton,Stoke City
2013-05-19,Swansea,Fulham,0,3,A,0,1,A,L Mason,19,8,11,6,8,0,12,9,2,1,0,0,1.66,4.09,5.76,1.8,3.8,4.75,2012-13,Swansea City,Fulham
2013-05-19,Tottenham,Sunderland,1,0,H,0,0,D,A Marriner,23,6,19,4,14,1,6,12,1,3,0,1,1.25,6.6,15.0,1.29,6.0,12.0,2012-13,Tottenham Hotspur,Sunderland
2013-05-19,West Brom,Man United,5,5,D,1,3,A,M Oliver,15,12,8,8,3,5,10,6,0,1,0,0,3.65,3.42,2.17,4.5,3.9,1.83,2012-13,West Bromwich Albion,Manchester United
2013-05-19,West Ham,Reading,4,2,H,2,0,H,M Dean,21,17,12,7,6,4,14,8,2,1,0,0,1.59,4.36,6.13,1.67,4.0,5.75,2012-13,West Ham United,Reading
2013-05-19,Wigan,Aston Villa,2,2,D,2,1,H,N Swarbrick,12,5,6,2,4,2,8,12,2,1,0,0,2.1,3.56,3.77,2.15,3.6,3.6,2012-13,Wigan Athletic,Aston Villa
