match_date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_goals_ht,away_goals_ht,result_ht,referee,home_shots,away_shots,home_shots_target,away_shots_target,home_corners,away_corners,home_fouls,away_fouls,home_yellows,away_yellows,home_reds,away_reds,season,home_team,away_team
2001-03-03,Everton,Newcastle,1,1,D,0,0,D,David Ellaray,16,4,6,2,4,1,13,12,1,2,0,0,2000-01,Everton,Newcastle United
2001-03-03,Leeds,Man United,1,1,D,0,0,D,Graham Barber,18,5,10,5,14,3,25,21,3,5,0,0,2000-01,Leeds United,Manchester United
2001-03-03,Leicester,Liverpool,2,0,H,0,0,D,Dermot Gallagher,9,8,7,3,4,7,9,7,1,1,0,0,2000-01,Leicester City,Liverpool
2001-03-03,Man City,Southampton,0,1,A,0,0,D,Jeff Winter,15,6,7,1,5,6,15,15,1,1,0,0,2000-01,Manchester City,Southampton
2001-03-03,Middlesbrough,Charlton,0,0,D,0,0,D,Mike Dean,8,11,2,8,4,5,13,12,1,1,0,0,2000-01,Middlesbrough,Charlton Athletic
2001-03-04,Ipswich,Bradford,3,1,H,0,1,A,Andy D'Urso,21,7,8,5,7,2,13,14,0,4,0,0,2000-01,Ipswich Town,Bradford City
2001-03-05,Sunderland,Aston Villa,1,1,D,0,0,D,Steve Lodge,18,6,12,2,5,3,17,18,1,2,0,0,2000-01,Sunderland,Aston Villa
2001-03-07,West Ham,Chelsea,0,2,A,0,2,A,Alan Wiley,7,17,2,6,1,0,12,9,2,2,0,0,2000-01,West Ham United,Chelsea
2001-03-10,Aston Villa,Ipswich,2,1,H,0,1,A,Rob Styles,9,8,5,3,6,2,15,11,1,1,0,0,2000-01,Aston Villa,Ipswich Town
2001-03-17,Bradford,Man City,2,2,D,0,1,A,Steve Dunn,16,10,7,3,3,3,13,12,2,1,0,0,2000-01,Bradford City,Manchester City
2001-03-17,Charlton,Leeds,1,2,A,1,1,D,Clive Wilkes,7,7,3,5,2,5,19,13,3,5,0,0,2000-01,Charlton Athletic,Leeds United
2001-03-17,Chelsea,Sunderland,2,4,A,2,1,H,Paul Durkin,14,11,6,7,4,5,15,26,0,0,0,0,2000-01,Chelsea,Sunderland
2001-03-17,Man United,Leicester,2,0,H,0,0,D,Alan Wiley,19,5,8,2,14,2,11,13,1,1,0,0,2000-01,Manchester United,Leicester City
2001-03-17,Newcastle,Middlesbrough,1,2,A,0,2,A,Graham Barber,16,7,5,4,5,1,14,19,0,3,0,1,2000-01,Newcastle United,Middlesbrough
2001-03-17,Southampton,Everton,1,0,H,0,0,D,Mark Halsey,17,5,5,1,6,6,13,18,1,1,0,0,2000-01,Southampton,Everton
2001-03-17,Tottenham,Coventry,3,0,H,2,0,H,Graham Poll,12,11,4,5,5,8,13,10,0,1,0,0,2000-01,Tottenham Hotspur,Coventry City
2001-03-17,West Ham,Ipswich,0,1,A,0,0,D,Mike Dean,5,13,2,5,4,5,14,8,0,0,0,0,2000-01,West Ham United,Ipswich Town
2001-03-18,Aston Villa,Arsenal,0,0,D,0,0,D,Barry Knight,4,14,2,5,3,3,16,13,2,2,0,1,2000-01,Aston Villa,Arsenal
2001-03-18,Liverpool,Derby,1,1,D,0,1,A,Neale Barry,18,7,8,4,9,3,11,9,2,2,0,0,2000-01,Liverpool,Derby County
2001-03-31,Arsenal,Tottenham,2,0,H,0,0,D,Paul Durkin,25,4,19,3,12,2,5,6,0,1,0,0,2000-01,Arsenal,Tottenham Hotspur
2001-03-31,Bradford,Newcastle,2,2,D,2,1,H,Paul Taylor,22,14,8,7,10,8,17,23,0,1,0,0,2000-01,Bradford City,Newcastle United
2001-03-31,Chelsea,Middlesbrough,2,1,H,1,0,H,Peter Jones,17,7,5,3,4,3,19,10,2,1,0,0,2000-01,Chelsea,Middlesbrough
2001-03-31,Coventry,Derby,2,0,H,1,0,H,David Ellaray,12,14,7,8,9,4,12,16,0,1,1,0,2000-01,Coventry City,Derby County
2001-03-31,Liverpool,Man United,2,0,H,2,0,H,Graham Poll,15,9,6,3,6,4,8,8,1,1,1,0,2000-01,Liverpool,Manchester United
2001-03-31,Man City,Aston Villa,1,3,A,1,2,A,Rob Styles,12,8,6,7,9,2,18,13,6,4,1,0,2000-01,Manchester City,Aston Villa
2001-03-31,Sunderland,Leeds,0,2,A,0,1,A,Steve Dunn,14,7,8,4,8,4,17,10,2,2,0,1,2000-01,Sunderland,Leeds United
2001-03-31,West Ham,Everton,0,2,A,0,1,A,Andy D'Urso,17,10,6,7,8,2,16,16,3,2,1,0,2000-01,West Ham United,Everton
2001-04-01,Charlton,Leicester,2,0,H,1,0,H,Jeff Winter,16,5,9,1,6,2,12,9,2,2,0,0,2000-01,Charlton Athletic,Leicester City
2001-04-02,Southampton,Ipswich,0,3,A,0,1,A,Alan Wiley,11,11,3,5,6,7,17,15,2,1,0,0,2000-01,Southampton,Ipswich Town
2001-04-04,Aston Villa,Leicester,2,1,H,1,1,D,Mike Dean,9,6,5,2,10,3,11,12,2,2,0,0,2000-01,Aston Villa,Leicester City
2001-04-07,Aston Villa,West Ham,2,2,D,0,0,D,Rob Harris,6,7,4,5,5,3,5,3,1,3,0,0,2000-01,Aston Villa,West Ham United
2001-04-07,Derby,Chelsea,0,4,A,0,0,D,Steve Lodge,3,10,2,7,1,9,13,7,1,1,0,0,2000-01,Derby County,Chelsea
2001-04-07,Leeds,Southampton,2,0,H,1,0,H,Jeff Winter,15,6,7,2,10,1,10,11,0,0,0,0,2000-01,Leeds United,Southampton
2001-04-07,Leicester,Coventry,1,3,A,1,2,A,Graham Barber,9,15,4,5,4,9,9,19,3,2,0,0,2000-01,Leicester City,Coventry City
2001-04-08,Everton,Man City,3,1,H,2,1,H,David Ellaray,11,13,7,5,8,8,17,18,0,3,1,1,2000-01,Everton,Manchester City
2001-04-09,Middlesbrough,Sunderland,0,0,D,0,0,D,Andy D'Urso ,12,12,6,4,3,2,22,22,5,3,1,0,2000-01,Middlesbrough,Sunderland
2001-04-10,Ipswich,Liverpool,1,1,D,0,0,D,Steve Dunn,8,7,5,2,6,1,10,15,0,0,0,0,2000-01,Ipswich Town,Liverpool
2001-04-10,Man United,Charlton,2,1,H,1,0,H,Mark Halsey ,23,3,8,2,12,4,8,9,1,1,0,0,2000-01,Manchester United,Charlton Athletic
2001-04-10,Tottenham,Bradford,2,1,H,1,1,D,Steve Bennett ,17,10,13,5,5,7,13,9,1,1,0,0,2000-01,Tottenham Hotspur,Bradford City
2001-04-11,Man City,Arsenal,0,4,A,0,4,A,Neale Barry,7,15,2,8,7,3,10,8,2,0,0,0,2000-01,Manchester City,Arsenal
2001-04-13,Bradford,Charlton,2,0,H,0,0,D,Peter Jones,4,3,8,8,3,7,13,21,1,3,0,0,2000-01,Bradford City,Charlton Athletic
2001-04-13,Liverpool,Leeds,1,2,A,0,2,A,Alan Wiley,11,9,5,3,8,2,19,16,3,1,1,0,2000-01,Liverpool,Leeds United
2001-04-14,Arsenal,Middlesbrough,0,3,A,0,2,A,Paul Durkin,17,6,8,2,9,0,13,11,1,1,0,0,2000-01,Arsenal,Middlesbrough
2001-04-14,Aston Villa,Everton,2,1,H,1,1,D,Paul Taylor,8,5,5,3,5,3,13,14,0,3,0,0,2000-01,Aston Villa,Everton
2001-04-14,Chelsea,Southampton,1,0,H,1,0,H,Clive Wilkes,14,9,8,5,7,6,11,19,3,3,0,0,2000-01,Chelsea,Southampton
2001-04-14,Ipswich,Newcastle,1,0,H,0,0,D,Mike Dean,14,6,5,2,9,3,6,13,0,1,0,1,2000-01,Ipswich Town,Newcastle United
2001-04-14,Leicester,Man City,1,2,A,1,1,D,Barry Knight,15,8,9,3,5,1,13,26,2,3,0,0,2000-01,Leicester City,Manchester City
2001-04-14,Man United,Coventry,4,2,H,2,2,D,Mike Riley,28,9,13,4,9,2,9,18,1,4,0,0,2000-01,Manchester United,Coventry City
2001-04-14,Sunderland,Tottenham,2,3,A,2,0,H,David Ellaray,13,8,4,6,3,3,12,15,1,2,0,0,2000-01,Sunderland,Tottenham Hotspur
2001-04-14,West Ham,Derby,3,1,H,3,0,H,Rob Styles,18,6,10,3,3,5,10,18,0,2,0,0,2000-01,West Ham United,Derby County
2001-04-16,Coventry,Sunderland,1,0,H,1,0,H,Dermot Gallagher,14,6,9,3,6,3,15,21,3,0,0,0,2000-01,Coventry City,Sunderland
2001-04-16,Derby,Leicester,2,0,H,1,0,H,Mark Halsey,10,7,6,4,5,6,17,16,0,0,0,0,2000-01,Derby County,Leicester City
2001-04-16,Everton,Liverpool,2,3,A,1,1,D,Jeff Winter,10,10,7,6,2,5,19,15,4,2,1,0,2000-01,Everton,Liverpool
2001-04-16,Middlesbrough,Ipswich,1,2,A,1,0,H,Steve Bennett,4,12,1,5,5,4,8,8,0,0,0,0,2000-01,Middlesbrough,Ipswich Town
2001-04-16,Newcastle,West Ham,2,1,H,1,0,H,Paul Durkin,20,13,14,6,7,5,19,9,0,0,0,0,2000-01,Newcastle United,West Ham United
2001-04-17,Charlton,Aston Villa,3,3,D,2,0,H,Graham Poll,12,11,5,8,5,7,10,15,3,4,1,0,2000-01,Charlton Athletic,Aston Villa
2001-04-17,Tottenham,Chelsea,0,3,A,0,1,A,Graham Barber,5,16,1,10,2,5,14,11,2,2,1,0,2000-01,Tottenham Hotspur,Chelsea
2001-04-21,Arsenal,Everton,4,1,H,1,1,D,Dermot Gallagher,10,4,8,2,10,0,7,13,0,2,0,1,2000-01,Arsenal,Everton
2001-04-21,Aston Villa,Southampton,0,0,D,0,0,D,Jeff Winter,9,3,2,3,4,5,10,15,1,2,0,0,2000-01,Aston Villa,Southampton
2001-04-21,Bradford,Derby,2,0,H,1,0,H,Neale Barry,15,12,9,3,3,8,14,13,0,2,0,1,2000-01,Bradford City,Derby County
2001-04-21,Chelsea,Charlton,0,1,A,0,1,A,Mike Dean,9,4,1,2,10,3,12,14,3,0,0,0,2000-01,Chelsea,Charlton Athletic
2001-04-21,Ipswich,Coventry,2,0,H,1,0,H,Graham Barber,13,6,5,2,2,3,22,23,1,4,0,0,2000-01,Ipswich Town,Coventry City
2001-04-21,Leicester,Middlesbrough,0,3,A,0,1,A,Paul Taylor,15,15,4,7,12,5,13,11,3,1,0,0,2000-01,Leicester City,Middlesbrough
2001-04-21,Man United,Man City,1,1,D,0,0,D,David Ellaray,13,6,6,4,3,2,14,20,0,0,1,0,2000-01,Manchester United,Manchester City
2001-04-21,Sunderland,Newcastle,1,1,D,0,0,D,Mike Riley,16,9,10,5,4,8,17,22,5,4,0,0,2000-01,Sunderland,Newcastle United
2001-04-21,West Ham,Leeds,0,2,A,0,1,A,Graham Poll,15,12,10,7,6,6,17,13,5,2,0,1,2000-01,West Ham United,Leeds United
2001-04-22,Liverpool,Tottenham,3,1,H,1,1,D,Barry Knight,14,7,8,5,6,4,10,13,1,1,0,0,2000-01,Liverpool,Tottenham Hotspur
2001-04-28,Coventry,Liverpool,0,2,A,0,0,D,Steve Bennett,11,13,4,6,7,7,15,11,3,1,0,0,2000-01,Coventry City,Liverpool
2001-04-28,Derby,Arsenal,1,2,A,1,1,D,Graham Barber,6,14,2,9,4,6,14,13,3,4,0,0,2000-01,Derby County,Arsenal
2001-04-28,Everton,Bradford,2,1,H,0,1,A,Paul Durkin,18,7,9,4,5,2,15,15,1,2,0,0,2000-01,Everton,Bradford City
2001-04-28,Leeds,Chelsea,2,0,H,0,0,D,Steve Dunn,16,7,9,5,7,2,22,17,2,5,0,0,2000-01,Leeds United,Chelsea
2001-04-28,Man City,West Ham,1,0,H,1,0,H,Peter Jones,16,12,9,7,10,10,19,12,3,5,0,0,2000-01,Manchester City,West Ham United
2001-04-28,Middlesbrough,Man United,0,2,A,0,1,A,Steve Lodge,18,9,3,5,4,6,13,21,2,3,0,0,2000-01,Middlesbrough,Manchester United
2001-04-28,Newcastle,Leicester,1,0,H,0,0,D,Graham Poll,20,4,6,3,12,0,15,14,1,1,0,0,2000-01,Newcastle United,Leicester City
2001-04-28,Southampton,Sunderland,0,1,A,0,0,D,Alan Wiley,11,6,5,3,11,2,15,14,2,1,0,0,2000-01,Southampton,Sunderland
2001-04-28,Tottenham,Aston Villa,0,0,D,0,0,D,Clive Wilkes,7,7,3,4,5,6,13,13,1,0,0,0,2000-01,Tottenham Hotspur,Aston Villa
2001-04-30,Charlton,Ipswich,2,1,H,1,1,D,Rob Styles,10,17,7,6,2,13,17,11,0,1,0,0,2000-01,Charlton Athletic,Ipswich Town
2001-05-01,Bradford,Liverpool,0,2,A,0,0,D,Jeff Winter,15,11,4,10,7,0,11,13,0,2,0,0,2000-01,Bradford City,Liverpool
2001-05-01,Newcastle,Southampton,1,1,D,1,0,H,Steve Lodge,7,11,5,3,4,2,15,17,2,1,0,0,2000-01,Newcastle United,Southampton
2001-05-05,Arsenal,Leeds,2,1,H,1,0,H,Peter Jones,7,4,4,3,11,2,21,18,4,3,0,0,2000-01,Arsenal,Leeds United
2001-05-05,Aston Villa,Coventry,3,2,H,0,2,A,Mike Riley,6,6,4,3,6,2,12,23,2,5,0,0,2000-01,Aston Villa,Coventry City
2001-05-05,Bradford,Middlesbrough,1,1,D,1,0,H,Graham Barber,10,14,7,9,6,6,25,21,4,2,0,0,2000-01,Bradford City,Middlesbrough
2001-05-05,Chelsea,Everton,2,1,H,2,1,H,Rob Harris,13,9,5,3,8,6,19,22,1,1,0,0,2000-01,Chelsea,Everton
2001-05-05,Leicester,Tottenham,4,2,H,1,0,H,Mike Dean,19,9,9,4,6,2,11,14,3,2,0,0,2000-01,Leicester City,Tottenham Hotspur
2001-05-05,Liverpool,Newcastle,3,0,H,1,0,H,Mark Halsey,12,6,5,3,2,3,11,10,0,2,0,0,2000-01,Liverpool,Newcastle United
2001-05-05,Man United,Derby,0,1,A,0,1,A,Neale Barry,11,10,6,5,13,1,13,11,1,0,0,0,2000-01,Manchester United,Derby County
2001-05-05,Sunderland,Charlton,3,2,H,2,1,H,Steve Dunn,17,17,11,7,8,5,17,7,1,0,0,0,2000-01,Sunderland,Charlton Athletic
2001-05-05,West Ham,Southampton,3,0,H,0,0,D,Clive Wilkes,16,12,12,3,5,1,18,18,2,2,0,0,2000-01,West Ham United,Southampton
2001-05-07,Ipswich,Man City,2,1,H,0,0,D,Steve Lodge,15,11,7,7,9,2,8,19,0,0,0,0,2000-01,Ipswich Town,Manchester City
2001-05-08,Liverpool,Chelsea,2,2,D,1,1,D,Dermot Gallagher,16,14,8,7,6,6,14,21,1,4,0,0,2000-01,Liverpool,Chelsea
2001-05-13,Leeds,Bradford,6,1,H,5,1,H,Andy D'Urso,18,13,9,7,9,7,20,13,1,0,0,0,2000-01,Leeds United,Bradford City
2001-05-13,Southampton,Man United,2,1,H,2,0,H,Jeff Winter,14,9,3,6,4,4,13,18,1,1,0,0,2000-01,Southampton,Manchester United
2001-05-15,Newcastle,Arsenal,0,0,D,0,0,D,Alan Wiley,12,8,2,1,4,8,14,10,1,0,0,0,2000-01,Newcastle United,Arsenal
2001-05-19,Charlton,Liverpool,0,4,A,0,0,D,Graham Barber,12,16,10,14,10,10,7,13,1,1,0,0,2000-01,Charlton Athletic,Liverpool
2001-05-19,Coventry,Bradford,0,0,D,0,0,D,Alan Wiley,15,10,7,3,9,3,15,13,1,1,0,0,2000-01,Coventry City,Bradford City
2001-05-19,Derby,Ipswich,1,1,D,1,0,H,Graham Poll,7,13,2,6,3,11,14,15,1,1,0,0,2000-01,Derby County,Ipswich Town
2001-05-19,Everton,Sunderland,2,2,D,1,1,D,Steve Bennett,18,11,8,4,5,6,12,13,5,3,0,1,2000-01,Everton,Sunderland
2001-05-19,Leeds,Leicester,3,1,H,1,1,D,David Ellaray,24,8,11,5,12,5,14,17,3,4,0,0,2000-01,Leeds United,Leicester City
2001-05-19,Man City,Chelsea,1,2,A,1,1,D,Mike Riley,3,9,1,3,8,7,22,18,4,2,0,0,2000-01,Manchester City,Chelsea
2001-05-19,Middlesbrough,West Ham,2,1,H,2,1,H,Paul Durkin,19,11,7,5,5,6,13,15,0,0,0,0,2000-01,Middlesbrough,West Ham United
2001-05-19,Newcastle,Aston Villa,3,0,H,2,0,H,Barry Knight,9,5,5,1,5,1,10,14,0,5,1,1,2000-01,Newcastle United,Aston Villa
2001-05-19,Southampton,Arsenal,3,2,H,0,1,A,Paul Taylor,11,8,7,5,7,5,17,10,1,2,0,0,2000-01,Southampton,Arsenal
2001-05-19,Tottenham,Man United,3,1,H,1,1,D,Andy D'Urso,9,15,3,6,3,6,13,15,0,2,0,0,2000-01,Tottenham Hotspur,Manchester United
