match_date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_goals_ht,away_goals_ht,result_ht,referee,home_shots,away_shots,home_shots_target,away_shots_target,home_corners,away_corners,home_fouls,away_fouls,home_yellows,away_yellows,home_reds,away_reds,odds_home_b365_close,odds_draw_b365_close,odds_away_b365_close,season,home_team,away_team
2010-08-21,Arsenal,Blackpool,6,0,H,3,0,H,M Jones,26,3,16,1,8,2,9,3,0,0,0,1,1.17,7.0,19.0,2010-11,Arsenal,Blackpool
2010-08-21,Birmingham,Blackburn,2,1,H,0,0,D,M Oliver,10,7,7,2,4,12,13,14,2,3,0,0,2.2,3.25,3.4,2010-11,Birmingham City,Blackburn Rovers
2010-08-21,Everton,Wolves,1,1,D,1,0,H,L Mason,14,9,6,4,3,3,18,15,1,2,0,0,1.5,4.0,7.0,2010-11,Everton,Wolverhampton Wanderers
2010-08-21,Stoke,Tottenham,1,2,A,1,2,A,C Foy,15,7,10,6,6,2,15,4,3,1,0,0,3.4,3.3,2.2,2010-11,Stoke City,Tottenham Hotspur
2010-08-21,West Brom,Sunderland,1,0,H,0,0,D,K Friend,11,10,5,4,4,6,16,12,2,2,0,0,2.5,3.25,2.88,2010-11,West Bromwich Albion,Sunderland
2010-08-21,West Ham,Bolton,1,3,A,0,0,D,A Marriner,17,12,10,8,8,5,11,18,2,4,0,0,2.25,3.3,3.25,2010-11,West Ham United,Bolton Wanderers
2010-08-21,Wigan,Chelsea,0,6,A,0,1,A,M Dean,17,10,12,8,0,0,12,7,1,2,0,0,15.0,6.0,1.22,2010-11,Wigan Athletic,Chelsea
2010-08-22,Fulham,Man United,2,2,D,0,1,A,P Walton,16,14,8,7,5,11,7,6,2,2,0,0,6.0,4.0,1.57,2010-11,Fulham,Manchester United
2010-08-22,Newcastle,Aston Villa,6,0,H,3,0,H,M Atkinson,20,3,14,1,10,2,15,12,3,1,0,0,3.2,3.25,2.3,2010-11,Newcastle United,Aston Villa
2010-08-23,Man City,Liverpool,3,0,H,1,0,H,P Dowd,8,13,3,7,5,4,13,12,1,1,0,0,2.38,3.25,3.1,2010-11,Manchester City,Liverpool
2010-08-28,Blackburn,Arsenal,1,2,A,1,1,D,C Foy,15,14,7,9,4,8,9,7,1,0,0,0,6.0,4.0,1.57,2010-11,Blackburn Rovers,Arsenal
2010-08-28,Blackpool,Fulham,2,2,D,0,1,A,M Oliver,14,12,5,7,4,5,13,16,1,0,0,0,3.2,3.25,2.3,2010-11,Blackpool,Fulham
2010-08-28,Chelsea,Stoke,2,0,H,1,0,H,M Atkinson,15,9,6,3,6,1,5,10,0,2,0,0,1.11,9.0,23.0,2010-11,Chelsea,Stoke City
2010-08-28,Man United,West Ham,3,0,H,1,0,H,M Clattenburg,18,7,11,2,9,3,6,11,1,2,0,0,1.14,8.0,19.0,2010-11,Manchester United,West Ham United
2010-08-28,Tottenham,Wigan,0,1,A,0,0,D,P Dowd,12,13,7,5,16,7,10,11,3,2,0,0,1.25,5.75,13.0,2010-11,Tottenham Hotspur,Wigan Athletic
2010-08-28,Wolves,Newcastle,1,1,D,1,0,H,S Attwell,5,11,2,6,5,3,20,17,7,4,0,0,2.4,3.2,3.1,2010-11,Wolverhampton Wanderers,Newcastle United
2010-08-29,Aston Villa,Everton,1,0,H,1,0,H,M Jones,12,15,6,9,4,16,19,10,4,0,0,0,2.5,3.25,2.88,2010-11,Aston Villa,Everton
2010-08-29,Bolton,Birmingham,2,2,D,0,1,A,K Friend,11,9,8,5,6,1,19,17,2,3,1,0,2.1,3.3,3.6,2010-11,Bolton Wanderers,Birmingham City
2010-08-29,Liverpool,West Brom,1,0,H,0,0,D,L Probert,11,14,7,5,7,6,9,8,0,0,0,1,1.22,6.0,15.0,2010-11,Liverpool,West Bromwich Albion
2010-08-29,Sunderland,Man City,1,0,H,0,0,D,M Dean,12,9,4,7,3,7,5,9,0,3,0,0,4.5,3.5,1.83,2010-11,Sunderland,Manchester City
2010-09-11,Arsenal,Bolton,4,1,H,1,1,D,S Attwell,23,7,14,6,9,6,11,11,2,2,0,1,1.25,5.5,13.0,2010-11,Arsenal,Bolton Wanderers
2010-09-11,Everton,Man United,3,3,D,1,1,D,M Atkinson,23,13,14,8,7,5,11,18,1,1,0,0,4.2,3.4,1.91,2010-11,Everton,Manchester United
2010-09-11,Fulham,Wolves,2,1,H,0,1,A,P Dowd,13,4,6,2,6,6,9,17,3,6,0,1,1.83,3.5,4.5,2010-11,Fulham,Wolverhampton Wanderers
2010-09-11,Man City,Blackburn,1,1,D,0,1,A,M Clattenburg,20,4,14,2,14,2,12,10,2,1,0,0,1.33,5.0,10.0,2010-11,Manchester City,Blackburn Rovers
2010-09-11,Newcastle,Blackpool,0,2,A,0,1,A,L Mason,16,7,13,4,3,2,15,14,2,3,0,0,1.57,4.0,6.0,2010-11,Newcastle United,Blackpool
2010-09-11,West Brom,Tottenham,1,1,D,1,1,D,H Webb,15,16,8,9,9,4,12,9,2,1,0,0,3.75,3.25,2.1,2010-11,West Bromwich Albion,Tottenham Hotspur
2010-09-11,West Ham,Chelsea,1,3,A,0,2,A,C Foy,13,17,7,9,1,5,13,10,2,2,0,0,10.0,5.0,1.33,2010-11,West Ham United,Chelsea
2010-09-11,Wigan,Sunderland,1,1,D,0,0,D,A Marriner,17,4,4,2,5,1,19,11,4,2,0,1,2.5,3.25,2.88,2010-11,Wigan Athletic,Sunderland
2010-09-12,Birmingham,Liverpool,0,0,D,0,0,D,M Halsey,15,14,3,8,4,3,8,9,1,0,0,0,3.1,3.2,2.4,2010-11,Birmingham City,Liverpool
2010-09-13,Stoke,Aston Villa,2,1,H,0,1,A,L Probert,20,10,12,6,8,7,11,14,1,2,0,0,2.5,3.25,2.88,2010-11,Stoke City,Aston Villa
2010-09-18,Aston Villa,Bolton,1,1,D,1,1,D,M Dean,13,13,6,7,8,4,15,8,1,2,0,0,1.8,3.6,4.5,2010-11,Aston Villa,Bolton Wanderers
2010-09-18,Blackburn,Fulham,1,1,D,1,0,H,A Taylor,9,9,5,4,3,3,15,10,0,1,0,0,2.0,3.3,4.0,2010-11,Blackburn Rovers,Fulham
2010-09-18,Everton,Newcastle,0,1,A,0,1,A,A Marriner,6,9,3,4,3,6,15,21,2,3,0,0,1.62,3.75,6.0,2010-11,Everton,Newcastle United
2010-09-18,Stoke,West Ham,1,1,D,0,1,A,L Mason,9,13,3,6,6,3,14,8,3,2,0,0,1.91,3.4,4.2,2010-11,Stoke City,West Ham United
2010-09-18,Sunderland,Arsenal,1,1,D,0,1,A,P Dowd,16,16,5,7,11,3,11,13,2,2,0,1,5.5,3.7,1.67,2010-11,Sunderland,Arsenal
2010-09-18,Tottenham,Wolves,3,1,H,0,1,A,M Jones,20,5,11,2,5,4,7,11,3,3,0,0,1.4,4.5,8.5,2010-11,Tottenham Hotspur,Wolverhampton Wanderers
2010-09-18,West Brom,Birmingham,3,1,H,0,1,A,C Foy,16,6,10,3,5,0,11,8,1,1,0,0,2.25,3.3,3.25,2010-11,West Bromwich Albion,Birmingham City
2010-09-19,Chelsea,Blackpool,4,0,H,4,0,H,M Clattenburg,27,11,15,4,9,6,7,4,1,2,0,0,1.1,9.0,26.0,2010-11,Chelsea,Blackpool
2010-09-19,Man United,Liverpool,3,2,H,1,0,H,H Webb,16,7,7,1,6,1,15,10,4,1,0,0,1.7,3.5,5.5,2010-11,Manchester United,Liverpool
2010-09-19,Wigan,Man City,0,2,A,0,1,A,L Probert,9,11,3,5,3,1,10,14,1,2,0,0,5.0,3.6,1.73,2010-11,Wigan Athletic,Manchester City
2010-09-25,Arsenal,West Brom,2,3,A,0,0,D,M Oliver,24,7,12,5,16,4,15,14,4,3,0,0,1.22,6.0,15.0,2010-11,Arsenal,West Bromwich Albion
2010-09-25,Birmingham,Wigan,0,0,D,0,0,D,M Clattenburg,10,17,4,10,3,7,12,18,2,3,1,0,1.83,3.5,4.5,2010-11,Birmingham City,Wigan Athletic
2010-09-25,Blackpool,Blackburn,1,2,A,0,1,A,M Dean,11,13,8,8,8,8,12,11,2,1,0,0,3.2,3.25,2.3,2010-11,Blackpool,Blackburn Rovers
2010-09-25,Fulham,Everton,0,0,D,0,0,D,H Webb,12,15,2,7,4,5,15,13,2,1,0,0,2.75,3.2,2.63,2010-11,Fulham,Everton
2010-09-25,Liverpool,Sunderland,2,2,D,1,1,D,S Attwell,13,10,5,1,3,3,15,7,3,1,0,0,1.44,4.33,7.5,2010-11,Liverpool,Sunderland
2010-09-25,Man City,Chelsea,1,0,H,0,0,D,A Marriner,8,15,6,4,3,4,10,12,2,3,0,0,3.6,3.3,2.1,2010-11,Manchester City,Chelsea
2010-09-25,West Ham,Tottenham,1,0,H,1,0,H,M Atkinson,22,17,15,11,14,7,10,11,2,0,0,0,3.5,3.4,2.1,2010-11,West Ham United,Tottenham Hotspur
2010-09-26,Bolton,Man United,2,2,D,1,1,D,P Dowd,15,12,9,6,7,12,16,18,1,2,0,0,7.5,4.0,1.5,2010-11,Bolton Wanderers,Manchester United
2010-09-26,Newcastle,Stoke,1,2,A,1,0,H,M Jones,11,8,7,2,3,4,8,11,0,1,0,0,1.91,3.4,4.2,2010-11,Newcastle United,Stoke City
2010-09-26,Wolves,Aston Villa,1,2,A,0,1,A,M Halsey,14,10,12,8,5,4,15,19,1,2,0,0,2.88,3.25,2.5,2010-11,Wolverhampton Wanderers,Aston Villa
2010-10-02,Birmingham,Everton,0,2,A,0,0,D,P Dowd,6,11,3,6,6,5,5,11,0,0,0,0,2.88,3.1,2.63,2010-11,Birmingham City,Everton
2010-10-02,Stoke,Blackburn,1,0,H,0,0,D,H Webb,18,7,11,4,8,6,8,13,2,3,0,0,2.25,3.2,3.4,2010-11,Stoke City,Blackburn Rovers
2010-10-02,Sunderland,Man United,0,0,D,0,0,D,C Foy,14,10,8,4,10,4,10,6,1,2,0,0,5.0,3.5,1.75,2010-11,Sunderland,Manchester United
2010-10-02,Tottenham,Aston Villa,2,1,H,1,1,D,M Clattenburg,19,13,10,4,10,4,12,19,1,3,0,0,1.91,3.5,4.0,2010-11,Tottenham Hotspur,Aston Villa
2010-10-02,West Brom,Bolton,1,1,D,0,0,D,P Walton,17,10,9,5,7,4,8,10,3,2,0,0,2.1,3.25,3.75,2010-11,West Bromwich Albion,Bolton Wanderers
2010-10-02,West Ham,Fulham,1,1,D,0,1,A,A Marriner,12,17,5,5,2,3,15,8,3,1,0,0,2.25,3.25,3.3,2010-11,West Ham United,Fulham
2010-10-02,Wigan,Wolves,2,0,H,0,0,D,L Mason,24,2,17,0,3,3,9,12,1,2,0,1,2.25,3.25,3.3,2010-11,Wigan Athletic,Wolverhampton Wanderers
2010-10-03,Chelsea,Arsenal,2,0,H,1,0,H,M Dean,11,13,6,5,10,10,7,12,1,1,0,0,1.73,3.6,5.0,2010-11,Chelsea,Arsenal
2010-10-03,Liverpool,Blackpool,1,2,A,0,2,A,M Jones,19,11,10,7,5,2,11,10,2,1,0,0,1.33,5.0,10.0,2010-11,Liverpool,Blackpool
2010-10-03,Man City,Newcastle,2,1,H,1,1,D,M Atkinson,9,8,5,4,4,4,11,13,3,2,0,0,1.44,4.0,8.5,2010-11,Manchester City,Newcastle United
2010-10-16,Arsenal,Birmingham,2,1,H,1,1,D,M Atkinson,18,6,13,4,7,3,16,9,2,2,1,0,1.29,5.5,11.0,2010-11,Arsenal,Birmingham City
2010-10-16,Aston Villa,Chelsea,0,0,D,0,0,D,L Mason,11,13,5,6,9,5,11,11,4,3,0,0,5.0,3.6,1.73,2010-11,Aston Villa,Chelsea
2010-10-16,Bolton,Stoke,2,1,H,1,0,H,P Walton,11,8,6,3,5,6,10,8,2,2,1,0,2.2,3.2,3.5,2010-11,Bolton Wanderers,Stoke City
2010-10-16,Fulham,Tottenham,1,2,A,1,1,D,M Dean,11,14,5,6,4,11,9,10,1,1,0,0,2.88,3.25,2.5,2010-11,Fulham,Tottenham Hotspur
2010-10-16,Man United,West Brom,2,2,D,2,0,H,M Jones,16,7,9,2,3,2,10,7,1,2,0,0,1.25,5.75,12.0,2010-11,Manchester United,West Bromwich Albion
2010-10-16,Newcastle,Wigan,2,2,D,0,2,A,M Halsey,9,8,4,4,6,3,13,14,2,1,0,0,1.83,3.5,4.5,2010-11,Newcastle United,Wigan Athletic
2010-10-16,Wolves,West Ham,1,1,D,1,0,H,M Clattenburg,9,9,5,7,8,3,10,8,0,1,0,0,2.25,3.2,3.4,2010-11,Wolverhampton Wanderers,West Ham United
2010-10-17,Blackpool,Man City,2,3,A,0,0,D,P Dowd,16,13,5,8,3,9,9,9,0,2,0,0,5.5,4.0,1.62,2010-11,Blackpool,Manchester City
2010-10-17,Everton,Liverpool,2,0,H,1,0,H,H Webb,9,15,6,9,8,7,10,9,2,2,0,0,2.4,3.25,3.0,2010-11,Everton,Liverpool
2010-10-18,Blackburn,Sunderland,0,0,D,0,0,D,L Probert,9,16,3,7,5,3,12,11,2,1,1,0,2.1,3.3,3.6,2010-11,Blackburn Rovers,Sunderland
2010-10-23,Birmingham,Blackpool,2,0,H,1,0,H,A Taylor,17,14,8,6,9,10,8,16,1,1,0,0,1.83,3.6,4.33,2010-11,Birmingham City,Blackpool
2010-10-23,Chelsea,Wolves,2,0,H,1,0,H,L Probert,17,12,10,9,8,8,8,8,1,2,0,0,1.13,8.5,19.0,2010-11,Chelsea,Wolverhampton Wanderers
2010-10-23,Sunderland,Aston Villa,1,0,H,1,0,H,M Halsey,13,11,6,7,4,11,11,13,1,2,0,0,2.4,3.25,3.0,2010-11,Sunderland,Aston Villa
2010-10-23,Tottenham,Everton,1,1,D,1,1,D,M Jones,13,7,8,3,4,4,15,14,3,1,0,0,2.1,3.25,3.75,2010-11,Tottenham Hotspur,Everton
2010-10-23,West Brom,Fulham,2,1,H,2,1,H,K Friend,14,9,7,3,7,5,3,8,0,0,0,0,2.2,3.25,3.4,2010-11,West Bromwich Albion,Fulham
2010-10-23,West Ham,Newcastle,1,2,A,1,1,D,C Foy,5,13,1,8,2,6,12,6,0,0,0,0,2.38,3.25,3.1,2010-11,West Ham United,Newcastle United
2010-10-23,Wigan,Bolton,1,1,D,0,0,D,H Webb,15,9,9,2,5,0,8,14,0,2,0,0,2.38,3.25,3.1,2010-11,Wigan Athletic,Bolton Wanderers
2010-10-24,Liverpool,Blackburn,2,1,H,0,0,D,P Dowd,17,4,10,2,15,4,17,12,2,3,0,0,1.67,3.6,5.5,2010-11,Liverpool,Blackburn Rovers
2010-10-24,Man City,Arsenal,0,3,A,0,1,A,M Clattenburg,9,12,6,8,6,7,11,10,2,4,1,0,2.5,3.2,2.9,2010-11,Manchester City,Arsenal
2010-10-24,Stoke,Man United,1,2,A,0,1,A,A Marriner,6,12,2,5,5,6,6,13,2,2,0,0,5.5,3.75,1.67,2010-11,Stoke City,Manchester United
2010-10-30,Arsenal,West Ham,1,0,H,0,0,D,M Jones,20,6,13,3,7,4,14,18,2,2,0,0,1.17,7.0,17.0,2010-11,Arsenal,West Ham United
2010-10-30,Blackburn,Chelsea,1,2,A,1,1,D,P Walton,13,16,6,9,4,5,12,14,2,2,0,0,7.5,4.33,1.44,2010-11,Blackburn Rovers,Chelsea
2010-10-30,Everton,Stoke,1,0,H,0,0,D,L Probert,18,9,10,1,6,2,16,14,1,1,0,0,1.57,3.75,6.5,2010-11,Everton,Stoke City
2010-10-30,Fulham,Wigan,2,0,H,2,0,H,A Marriner,15,8,9,3,7,1,7,12,0,0,0,0,1.91,3.4,4.2,2010-11,Fulham,Wigan Athletic
2010-10-30,Man United,Tottenham,2,0,H,1,0,H,M Clattenburg,18,11,10,5,1,4,12,10,0,3,0,0,1.57,4.0,6.0,2010-11,Manchester United,Tottenham Hotspur
2010-10-30,Wolves,Man City,2,1,H,1,1,D,M Dean,10,17,6,9,5,7,5,14,1,2,0,0,5.5,3.4,1.73,2010-11,Wolverhampton Wanderers,Manchester City
2010-10-31,Aston Villa,Birmingham,0,0,D,0,0,D,H Webb,7,10,3,6,1,4,13,11,2,3,0,0,1.8,3.6,4.5,2010-11,Aston Villa,Birmingham City
2010-10-31,Bolton,Liverpool,0,1,A,0,0,D,M Atkinson,14,10,10,4,1,4,15,13,2,2,0,0,3.4,3.25,2.2,2010-11,Bolton Wanderers,Liverpool
2010-10-31,Newcastle,Sunderland,5,1,H,3,0,H,P Dowd,16,11,12,5,8,6,8,18,3,6,0,1,2.2,3.2,3.5,2010-11,Newcastle United,Sunderland
2010-11-01,Blackpool,West Brom,2,1,H,1,0,H,M Oliver,21,12,8,5,8,2,16,13,2,3,0,2,2.9,3.25,2.5,2010-11,Blackpool,West Bromwich Albion
2010-11-06,Birmingham,West Ham,2,2,D,0,0,D,M Oliver,8,16,5,8,3,4,12,14,0,1,0,0,1.91,3.4,4.2,2010-11,Birmingham City,West Ham United
2010-11-06,Blackburn,Wigan,2,1,H,0,0,D,K Friend,10,16,3,10,3,6,16,15,0,2,0,0,1.8,3.6,4.5,2010-11,Blackburn Rovers,Wigan Athletic
2010-11-06,Blackpool,Everton,2,2,D,1,1,D,A Marriner,11,20,8,14,3,7,14,12,2,1,0,0,4.5,3.6,1.8,2010-11,Blackpool,Everton
2010-11-06,Bolton,Tottenham,4,2,H,1,0,H,C Foy,18,11,8,6,7,6,13,9,1,0,0,0,3.0,3.3,2.4,2010-11,Bolton Wanderers,Tottenham Hotspur
2010-11-06,Fulham,Aston Villa,1,1,D,0,1,A,P Walton,14,15,10,8,3,3,12,4,1,0,0,0,2.2,3.25,3.4,2010-11,Fulham,Aston Villa
2010-11-06,Man United,Wolves,2,1,H,1,0,H,P Dowd,14,8,10,6,3,2,6,11,1,0,0,0,1.22,6.0,15.0,2010-11,Manchester United,Wolverhampton Wanderers
2010-11-06,Sunderland,Stoke,2,0,H,1,0,H,M Atkinson,14,11,7,5,6,9,10,13,0,5,0,0,2.1,3.2,3.75,2010-11,Sunderland,Stoke City
2010-11-07,Arsenal,Newcastle,0,1,A,0,1,A,M Dean,11,7,8,2,12,2,16,12,3,1,1,0,1.29,5.5,11.0,2010-11,Arsenal,Newcastle United
2010-11-07,Liverpool,Chelsea,2,0,H,2,0,H,H Webb,9,11,7,7,2,5,15,17,0,2,0,0,3.8,3.4,2.0,2010-11,Liverpool,Chelsea
2010-11-07,West Brom,Man City,0,2,A,0,2,A,L Probert,13,9,7,5,6,1,15,16,3,4,1,1,3.6,3.3,2.1,2010-11,West Bromwich Albion,Manchester City
2010-11-09,Stoke,Birmingham,3,2,H,1,0,H,M Clattenburg,19,14,12,10,10,4,6,8,0,0,0,0,2.1,3.2,3.75,2010-11,Stoke City,Birmingham City
2010-11-09,Tottenham,Sunderland,1,1,D,0,0,D,H Webb,20,8,12,4,17,3,6,15,2,1,0,0,1.53,4.0,6.5,2010-11,Tottenham Hotspur,Sunderland
2010-11-10,Aston Villa,Blackpool,3,2,H,1,1,D,A Taylor,19,12,12,6,11,8,7,10,2,3,0,0,1.62,3.75,6.0,2010-11,Aston Villa,Blackpool
2010-11-10,Chelsea,Fulham,1,0,H,1,0,H,M Atkinson,19,5,10,3,4,4,14,15,2,0,1,0,1.2,6.5,15.0,2010-11,Chelsea,Fulham
2010-11-10,Everton,Bolton,1,1,D,0,0,D,P Dowd,23,10,12,5,15,10,8,12,0,3,1,0,1.62,3.75,6.0,2010-11,Everton,Bolton Wanderers
2010-11-10,Man City,Man United,0,0,D,0,0,D,C Foy,6,7,4,4,8,5,10,12,0,2,0,0,2.63,3.25,2.75,2010-11,Manchester City,Manchester United
2010-11-10,Newcastle,Blackburn,1,2,A,0,1,A,M Jones,9,7,3,5,4,1,16,15,3,4,0,0,1.91,3.4,4.2,2010-11,Newcastle United,Blackburn Rovers
2010-11-10,West Ham,West Brom,2,2,D,1,1,D,M Dean,8,14,5,6,6,7,13,5,3,0,0,0,2.3,3.25,3.2,2010-11,West Ham United,West Bromwich Albion
2010-11-10,Wigan,Liverpool,1,1,D,0,1,A,P Walton,10,8,8,3,5,4,7,10,0,2,0,0,4.75,3.6,1.75,2010-11,Wigan Athletic,Liverpool
2010-11-10,Wolves,Arsenal,0,2,A,0,1,A,M Halsey,14,12,7,8,5,2,7,14,1,2,0,0,5.5,3.6,1.67,2010-11,Wolverhampton Wanderers,Arsenal
2010-11-13,Aston Villa,Man United,2,2,D,0,0,D,M Dean,12,16,6,10,9,7,11,9,3,4,0,0,4.5,3.6,1.8,2010-11,Aston Villa,Manchester United
2010-11-13,Man City,Birmingham,0,0,D,0,0,D,M Jones,21,5,11,3,6,4,15,11,2,0,0,0,1.4,4.5,8.5,2010-11,Manchester City,Birmingham City
2010-11-13,Newcastle,Fulham,0,0,D,0,0,D,L Probert,13,10,7,8,5,5,11,19,2,2,0,0,1.91,3.4,4.2,2010-11,Newcastle United,Fulham
2010-11-13,Stoke,Liverpool,2,0,H,0,0,D,M Halsey,14,10,7,6,4,3,14,10,2,3,0,1,3.75,3.25,2.1,2010-11,Stoke City,Liverpool
2010-11-13,Tottenham,Blackburn,4,2,H,2,0,H,A Marriner,20,12,12,8,12,6,11,11,2,2,0,0,1.57,3.8,6.5,2010-11,Tottenham Hotspur,Blackburn Rovers
2010-11-13,West Ham,Blackpool,0,0,D,0,0,D,K Friend,17,16,4,5,8,7,7,7,0,1,0,0,1.91,3.6,4.0,2010-11,West Ham United,Blackpool
2010-11-13,Wigan,West Brom,1,0,H,0,0,D,A Taylor,13,12,4,6,5,5,13,13,1,1,0,0,2.5,3.25,2.88,2010-11,Wigan Athletic,West Bromwich Albion
2010-11-13,Wolves,Bolton,2,3,A,0,1,A,P Walton,10,13,6,7,12,3,10,10,1,0,0,0,2.4,3.1,3.2,2010-11,Wolverhampton Wanderers,Bolton Wanderers
2010-11-14,Chelsea,Sunderland,0,3,A,0,1,A,C Foy,14,19,7,9,6,3,9,13,1,2,0,0,1.22,5.75,15.0,2010-11,Chelsea,Sunderland
2010-11-14,Everton,Arsenal,1,2,A,0,1,A,H Webb,14,13,7,8,9,2,15,14,2,2,0,0,3.4,3.3,2.2,2010-11,Everton,Arsenal
2010-11-20,Arsenal,Tottenham,2,3,A,2,0,H,P Dowd,12,10,7,6,2,6,17,16,3,1,0,0,1.62,4.0,5.5,2010-11,Arsenal,Tottenham Hotspur
2010-11-20,Birmingham,Chelsea,1,0,H,1,0,H,M Halsey,1,24,1,9,4,14,9,2,2,0,0,0,5.0,3.6,1.73,2010-11,Birmingham City,Chelsea
2010-11-20,Blackpool,Wolves,2,1,H,2,0,H,M Clattenburg,13,19,9,10,4,11,7,9,0,2,0,0,2.5,3.3,2.88,2010-11,Blackpool,Wolverhampton Wanderers
2010-11-20,Bolton,Newcastle,5,1,H,2,0,H,H Webb,18,6,9,1,2,3,13,9,0,2,0,1,2.1,3.3,3.6,2010-11,Bolton Wanderers,Newcastle United
2010-11-20,Liverpool,West Ham,3,0,H,3,0,H,L Probert,19,6,11,1,10,2,8,8,0,1,0,0,1.57,3.8,6.5,2010-11,Liverpool,West Ham United
2010-11-20,Man United,Wigan,2,0,H,1,0,H,M Atkinson,17,10,12,4,11,1,10,14,0,2,0,2,1.22,6.0,15.0,2010-11,Manchester United,Wigan Athletic
2010-11-20,West Brom,Stoke,0,3,A,0,0,D,C Foy,15,6,8,4,8,3,10,9,0,0,0,0,2.2,3.2,3.5,2010-11,West Bromwich Albion,Stoke City
2010-11-21,Blackburn,Aston Villa,2,0,H,1,0,H,M Oliver,14,16,5,11,5,8,15,10,0,1,0,0,2.3,3.25,3.25,2010-11,Blackburn Rovers,Aston Villa
2010-11-21,Fulham,Man City,1,4,A,0,3,A,L Mason,9,11,3,8,7,7,13,16,2,1,0,0,3.2,3.1,2.4,2010-11,Fulham,Manchester City
2010-11-22,Sunderland,Everton,2,2,D,1,1,D,P Walton,13,10,8,8,4,4,5,7,0,2,0,0,2.6,3.2,2.8,2010-11,Sunderland,Everton
2010-11-27,Aston Villa,Arsenal,2,4,A,0,2,A,M Clattenburg,6,17,4,10,3,8,10,7,1,1,0,0,3.4,3.3,2.2,2010-11,Aston Villa,Arsenal
2010-11-27,Bolton,Blackpool,2,2,D,0,1,A,M Dean,24,16,14,10,4,4,8,14,2,2,0,0,1.57,4.2,5.5,2010-11,Bolton Wanderers,Blackpool
2010-11-27,Everton,West Brom,1,4,A,1,2,A,L Mason,12,7,4,3,2,2,11,18,1,3,1,1,1.57,3.8,6.5,2010-11,Everton,West Bromwich Albion
2010-11-27,Fulham,Birmingham,1,1,D,0,1,A,H Webb,11,7,7,3,7,4,10,9,1,0,0,0,2.0,3.3,4.0,2010-11,Fulham,Birmingham City
2010-11-27,Man United,Blackburn,7,1,H,3,0,H,L Probert,15,3,11,2,5,2,6,6,0,2,0,0,1.25,5.5,13.0,2010-11,Manchester United,Blackburn Rovers
2010-11-27,Stoke,Man City,1,1,D,0,0,D,P Walton,16,9,9,4,6,2,8,10,2,2,0,0,3.4,3.25,2.2,2010-11,Stoke City,Manchester City
2010-11-27,West Ham,Wigan,3,1,H,1,0,H,M Halsey,15,10,9,10,7,2,8,8,0,0,0,0,2.0,3.5,3.75,2010-11,West Ham United,Wigan Athletic
2010-11-27,Wolves,Sunderland,3,2,H,0,0,D,M Jones,14,15,8,9,11,5,11,10,2,3,0,0,2.6,3.2,2.8,2010-11,Wolverhampton Wanderers,Sunderland
2010-11-28,Newcastle,Chelsea,1,1,D,1,1,D,A Marriner,5,17,3,13,6,7,9,11,2,1,0,0,5.0,3.6,1.73,2010-11,Newcastle United,Chelsea
