match_date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_goals_ht,away_goals_ht,result_ht,referee,home_shots,away_shots,home_shots_target,away_shots_target,home_corners,away_corners,home_fouls,away_fouls,home_yellows,away_yellows,home_reds,away_reds,odds_home_b365_close,odds_draw_b365_close,odds_away_b365_close,season,home_team,away_team
2008-09-21,Tottenham,Wigan,0,0,D,0,0,D,S Tanner,11,14,4,6,3,4,13,12,2,2,0,0,1.73,3.6,5.0,2008-09,Tottenham Hotspur,Wigan Athletic
2008-09-21,West Brom,Aston Villa,1,2,A,1,2,A,M Dean,10,10,6,5,5,6,22,16,3,3,0,0,3.25,3.3,2.25,2008-09,West Bromwich Albion,Aston Villa
2008-09-27,Arsenal,Hull,1,2,A,0,0,D,A Wiley,18,7,9,5,15,4,8,7,2,1,0,0,1.2,6.0,17.0,2008-09,Arsenal,Hull City
2008-09-27,Aston Villa,Sunderland,2,1,H,2,1,H,P Walton,12,9,8,3,5,5,8,9,1,1,0,0,1.57,3.75,6.5,2008-09,Aston Villa,Sunderland
2008-09-27,Everton,Liverpool,0,2,A,0,0,D,M Riley,4,11,2,6,7,4,17,20,3,3,1,0,3.75,3.25,2.1,2008-09,Everton,Liverpool
2008-09-27,Fulham,West Ham,1,2,A,0,2,A,A Marriner,18,16,6,10,2,4,15,13,4,1,1,0,2.3,3.25,3.2,2008-09,Fulham,West Ham United
2008-09-27,Man United,Bolton,2,0,H,0,0,D,R Styles,31,10,24,5,16,4,8,10,0,3,0,0,1.22,6.0,15.0,2008-09,Manchester United,Bolton Wanderers
2008-09-27,Middlesbrough,West Brom,0,1,A,0,0,D,C Foy,22,14,13,9,11,8,14,13,2,4,0,0,1.8,3.4,5.0,2008-09,Middlesbrough,West Bromwich Albion
2008-09-27,Newcastle,Blackburn,1,2,A,0,2,A,S Tanner,4,9,2,8,5,5,6,19,0,4,0,0,2.6,3.3,2.75,2008-09,Newcastle United,Blackburn Rovers
2008-09-27,Stoke,Chelsea,0,2,A,0,1,A,M Atkinson,5,14,2,9,5,5,9,6,2,1,0,0,9.0,4.75,1.36,2008-09,Stoke City,Chelsea
2008-09-28,Portsmouth,Tottenham,2,0,H,1,0,H,M Dean,8,15,6,8,3,6,18,13,4,3,1,0,2.5,3.25,3.0,2008-09,Portsmouth,Tottenham Hotspur
2008-09-28,Wigan,Man City,2,1,H,2,1,H,S Bennett,9,11,4,6,5,3,12,21,3,4,0,0,3.0,3.3,2.38,2008-09,Wigan Athletic,Manchester City
2008-10-04,Blackburn,Man United,0,2,A,0,1,A,S Bennett,6,18,3,9,3,4,11,8,2,1,0,0,6.0,3.75,1.62,2008-09,Blackburn Rovers,Manchester United
2008-10-04,Sunderland,Arsenal,1,1,D,0,0,D,L Mason,8,13,5,7,1,7,10,11,3,5,0,0,6.0,3.75,1.62,2008-09,Sunderland,Arsenal
2008-10-04,West Brom,Fulham,1,0,H,0,0,D,P Dowd,13,14,8,5,8,6,10,13,2,1,0,0,2.25,3.25,3.25,2008-09,West Bromwich Albion,Fulham
2008-10-04,Wigan,Middlesbrough,0,1,A,0,0,D,M Atkinson,21,6,9,2,8,2,10,13,3,0,0,0,2.1,3.3,3.6,2008-09,Wigan Athletic,Middlesbrough
2008-10-05,Chelsea,Aston Villa,2,0,H,2,0,H,C Foy,27,8,15,3,7,1,11,13,0,3,0,0,1.5,4.0,7.0,2008-09,Chelsea,Aston Villa
2008-10-05,Everton,Newcastle,2,2,D,2,1,H,H Webb,13,11,5,9,3,5,18,15,1,3,0,0,1.73,3.6,5.0,2008-09,Everton,Newcastle United
2008-10-05,Man City,Liverpool,2,3,A,2,0,H,P Walton,7,14,5,7,1,7,11,12,1,1,1,0,3.2,3.3,2.25,2008-09,Manchester City,Liverpool
2008-10-05,Portsmouth,Stoke,2,1,H,1,0,H,A Marriner,17,8,11,5,2,5,7,15,0,3,0,0,1.67,3.4,6.0,2008-09,Portsmouth,Stoke City
2008-10-05,Tottenham,Hull,0,1,A,0,1,A,R Styles,27,10,16,6,12,0,15,15,4,2,0,0,1.73,3.75,4.75,2008-09,Tottenham Hotspur,Hull City
2008-10-05,West Ham,Bolton,1,3,A,0,2,A,M Dean,13,12,5,6,7,7,15,8,4,3,0,0,1.83,3.4,4.75,2008-09,West Ham United,Bolton Wanderers
2008-10-18,Arsenal,Everton,3,1,H,0,1,A,P Walton,22,7,14,3,7,4,8,13,2,4,0,0,1.36,4.5,10.0,2008-09,Arsenal,Everton
2008-10-18,Aston Villa,Portsmouth,0,0,D,0,0,D,M Riley,10,8,3,3,11,2,18,19,1,3,0,1,1.83,3.25,5.0,2008-09,Aston Villa,Portsmouth
2008-10-18,Bolton,Blackburn,0,0,D,0,0,D,H Webb,10,8,4,1,11,8,16,12,1,3,0,0,2.4,3.25,3.0,2008-09,Bolton Wanderers,Blackburn Rovers
2008-10-18,Fulham,Sunderland,0,0,D,0,0,D,K Stroud,13,14,9,7,8,5,12,8,1,1,0,0,2.25,3.25,3.3,2008-09,Fulham,Sunderland
2008-10-18,Liverpool,Wigan,3,2,H,1,2,A,A Wiley,17,7,7,4,5,2,10,13,1,1,0,1,1.4,4.33,9.0,2008-09,Liverpool,Wigan Athletic
2008-10-18,Man United,West Brom,4,0,H,0,0,D,M Halsey,18,6,14,2,15,1,11,14,0,1,0,0,1.2,6.5,15.0,2008-09,Manchester United,West Bromwich Albion
2008-10-18,Middlesbrough,Chelsea,0,5,A,0,1,A,P Dowd,7,21,4,14,5,7,13,9,2,0,0,0,6.0,3.7,1.62,2008-09,Middlesbrough,Chelsea
2008-10-19,Hull,West Ham,1,0,H,0,0,D,C Foy,12,14,4,5,3,5,11,11,2,1,0,0,2.62,3.25,2.75,2008-09,Hull City,West Ham United
2008-10-19,Stoke,Tottenham,2,1,H,1,1,D,L Mason,7,11,3,6,6,1,12,12,1,2,0,2,3.25,3.3,2.25,2008-09,Stoke City,Tottenham Hotspur
2008-10-20,Newcastle,Man City,2,2,D,1,1,D,R Styles,6,20,2,8,5,10,15,15,0,2,1,0,3.0,3.25,2.4,2008-09,Newcastle United,Manchester City
2008-10-25,Blackburn,Middlesbrough,1,1,D,0,0,D,M Dean,13,5,5,2,9,2,17,11,3,1,0,0,2.1,3.25,3.75,2008-09,Blackburn Rovers,Middlesbrough
2008-10-25,Everton,Man United,1,1,D,0,1,A,A Wiley,13,18,9,14,5,9,17,11,3,3,0,0,7.5,4.0,1.5,2008-09,Everton,Manchester United
2008-10-25,Sunderland,Newcastle,2,1,H,1,1,D,M Riley,14,10,3,5,2,4,11,11,1,2,0,0,2.2,3.3,3.4,2008-09,Sunderland,Newcastle United
2008-10-25,West Brom,Hull,0,3,A,0,0,D,L Probert,24,16,16,10,14,5,12,13,1,2,0,0,2.2,3.3,3.4,2008-09,West Bromwich Albion,Hull City
2008-10-26,Chelsea,Liverpool,0,1,A,0,1,A,H Webb,14,8,5,3,4,2,17,13,3,3,0,0,1.91,3.25,4.5,2008-09,Chelsea,Liverpool
2008-10-26,Man City,Stoke,3,0,H,1,0,H,S Tanner,18,9,12,6,6,8,12,16,1,0,0,0,1.44,4.33,7.5,2008-09,Manchester City,Stoke City
2008-10-26,Portsmouth,Fulham,1,1,D,0,0,D,M Halsey,21,9,12,5,8,6,7,7,0,0,0,0,1.83,3.5,4.5,2008-09,Portsmouth,Fulham
2008-10-26,Tottenham,Bolton,2,0,H,1,0,H,A Marriner,19,10,9,3,3,4,9,16,0,3,0,1,2.05,3.3,4.0,2008-09,Tottenham Hotspur,Bolton Wanderers
2008-10-26,West Ham,Arsenal,0,2,A,0,0,D,P Dowd,7,20,3,10,4,9,13,9,2,3,1,0,6.0,3.75,1.62,2008-09,West Ham United,Arsenal
2008-10-26,Wigan,Aston Villa,0,4,A,0,1,A,M Jones,17,9,5,7,9,4,14,8,1,2,0,0,2.6,3.3,2.75,2008-09,Wigan Athletic,Aston Villa
2008-10-28,Newcastle,West Brom,2,1,H,2,0,H,M Dean,10,14,5,4,7,8,13,11,0,4,0,0,1.83,3.5,4.5,2008-09,Newcastle United,West Bromwich Albion
2008-10-29,Arsenal,Tottenham,4,4,D,1,1,D,M Atkinson,20,9,12,6,9,1,8,17,1,4,0,0,1.44,4.5,7.5,2008-09,Arsenal,Tottenham Hotspur
2008-10-29,Aston Villa,Blackburn,3,2,H,1,1,D,K Stroud,8,11,4,5,4,5,5,17,0,1,0,0,1.67,3.75,5.5,2008-09,Aston Villa,Blackburn Rovers
2008-10-29,Bolton,Everton,0,1,A,0,0,D,P Dowd,18,11,12,7,5,3,17,12,1,2,0,0,2.6,3.3,2.75,2008-09,Bolton Wanderers,Everton
2008-10-29,Fulham,Wigan,2,0,H,1,0,H,H Webb,7,5,2,2,2,2,9,14,0,2,0,0,2.38,3.3,3.0,2008-09,Fulham,Wigan Athletic
2008-10-29,Hull,Chelsea,0,3,A,0,1,A,A Marriner,10,27,5,11,5,5,11,13,0,2,0,0,8.0,4.33,1.44,2008-09,Hull City,Chelsea
2008-10-29,Liverpool,Portsmouth,1,0,H,0,0,D,S Tanner,21,4,10,1,7,1,13,12,0,3,0,0,1.33,5.0,10.0,2008-09,Liverpool,Portsmouth
2008-10-29,Man United,West Ham,2,0,H,2,0,H,P Walton,21,4,12,1,3,1,10,9,1,2,0,0,1.2,6.0,19.0,2008-09,Manchester United,West Ham United
2008-10-29,Middlesbrough,Man City,2,0,H,0,0,D,L Mason,5,13,3,8,3,3,10,15,1,3,0,0,2.88,3.3,2.5,2008-09,Middlesbrough,Manchester City
2008-10-29,Stoke,Sunderland,1,0,H,0,0,D,C Foy,9,9,6,4,4,4,10,8,2,1,0,0,2.6,3.3,2.75,2008-09,Stoke City,Sunderland
2008-11-01,Chelsea,Sunderland,5,0,H,3,0,H,M Atkinson,17,1,11,0,4,0,5,11,0,1,0,0,1.17,6.5,21.0,2008-09,Chelsea,Sunderland
2008-11-01,Everton,Fulham,1,0,H,0,0,D,L Mason,9,15,4,5,6,5,11,15,0,0,0,0,1.67,3.75,5.5,2008-09,Everton,Fulham
2008-11-01,Man United,Hull,4,3,H,3,1,H,M Dean,20,11,11,7,9,1,12,13,2,2,0,0,1.17,7.0,17.0,2008-09,Manchester United,Hull City
2008-11-01,Middlesbrough,West Ham,1,1,D,0,1,A,A Marriner,11,13,7,8,5,4,10,14,3,4,0,0,2.0,3.3,4.0,2008-09,Middlesbrough,West Ham United
2008-11-01,Portsmouth,Wigan,1,2,A,0,1,A,P Walton,16,12,8,8,9,6,9,11,0,3,0,0,1.91,3.4,4.2,2008-09,Portsmouth,Wigan Athletic
2008-11-01,Stoke,Arsenal,2,1,H,1,0,H,R Styles,7,13,5,6,3,5,11,7,4,2,0,1,8.0,4.5,1.4,2008-09,Stoke City,Arsenal
2008-11-01,Tottenham,Liverpool,2,1,H,0,1,A,P Dowd,8,14,4,6,4,4,18,13,1,2,0,0,3.5,3.3,2.1,2008-09,Tottenham Hotspur,Liverpool
2008-11-01,West Brom,Blackburn,2,2,D,0,1,A,M Jones,15,9,8,5,2,3,13,18,3,2,0,1,2.5,3.3,2.88,2008-09,West Bromwich Albion,Blackburn Rovers
2008-11-02,Bolton,Man City,2,0,H,0,0,D,M Riley,20,11,12,6,6,1,15,20,1,1,0,0,3.0,3.3,2.38,2008-09,Bolton Wanderers,Manchester City
2008-11-03,Newcastle,Aston Villa,2,0,H,0,0,D,S Bennett,11,6,7,1,2,6,13,21,4,3,0,0,3.0,3.3,2.38,2008-09,Newcastle United,Aston Villa
2008-11-08,Arsenal,Man United,2,1,H,1,0,H,H Webb,11,17,7,9,5,6,16,7,3,2,0,0,3.25,3.25,2.3,2008-09,Arsenal,Manchester United
2008-11-08,Hull,Bolton,0,1,A,0,0,D,A Wiley,16,10,11,6,6,7,15,10,1,2,0,0,2.25,3.25,3.4,2008-09,Hull City,Bolton Wanderers
2008-11-08,Liverpool,West Brom,3,0,H,2,0,H,P Walton,11,4,10,2,3,7,10,8,2,1,0,0,1.2,6.0,19.0,2008-09,Liverpool,West Bromwich Albion
2008-11-08,Sunderland,Portsmouth,1,2,A,1,0,H,S Bennett,9,10,6,5,8,3,8,10,2,1,0,0,2.38,3.3,3.0,2008-09,Sunderland,Portsmouth
2008-11-08,West Ham,Everton,1,3,A,0,0,D,M Halsey,15,12,13,7,9,4,9,10,1,1,0,0,2.6,3.25,2.8,2008-09,West Ham United,Everton
2008-11-08,Wigan,Stoke,0,0,D,0,0,D,M Riley,22,2,14,1,6,3,10,12,1,3,0,0,1.8,3.4,5.0,2008-09,Wigan Athletic,Stoke City
2008-11-09,Aston Villa,Middlesbrough,1,2,A,1,1,D,R Styles,14,15,9,8,7,4,13,5,2,2,0,0,1.7,3.8,5.0,2008-09,Aston Villa,Middlesbrough
2008-11-09,Blackburn,Chelsea,0,2,A,0,1,A,C Foy,8,18,3,13,5,9,14,11,2,1,0,0,8.0,4.33,1.44,2008-09,Blackburn Rovers,Chelsea
2008-11-09,Fulham,Newcastle,2,1,H,1,0,H,M Atkinson,11,13,6,7,6,1,13,11,2,2,0,0,2.38,3.25,3.1,2008-09,Fulham,Newcastle United
2008-11-09,Man City,Tottenham,1,2,A,1,1,D,M Dean,9,14,7,9,4,5,12,13,1,2,2,1,2.25,3.3,3.3,2008-09,Manchester City,Tottenham Hotspur
2008-11-15,Arsenal,Aston Villa,0,2,A,0,0,D,M Riley,11,9,8,6,8,5,9,22,2,4,0,0,1.5,4.0,7.0,2008-09,Arsenal,Aston Villa
2008-11-15,Blackburn,Sunderland,1,2,A,1,0,H,S Tanner,16,10,8,6,11,9,9,9,3,4,0,0,2.0,3.4,3.8,2008-09,Blackburn Rovers,Sunderland
2008-11-15,Bolton,Liverpool,0,2,A,0,1,A,R Styles,15,15,9,6,7,3,7,7,1,1,0,0,6.0,3.75,1.62,2008-09,Bolton Wanderers,Liverpool
2008-11-15,Fulham,Tottenham,2,1,H,1,0,H,A Wiley,16,7,14,3,10,3,2,10,1,0,0,0,3.3,3.3,2.25,2008-09,Fulham,Tottenham Hotspur
2008-11-15,Man United,Stoke,5,0,H,2,0,H,P Walton,21,3,15,1,3,0,5,15,1,2,0,0,1.14,7.5,23.0,2008-09,Manchester United,Stoke City
2008-11-15,Newcastle,Wigan,2,2,D,0,1,A,A Marriner,17,12,9,7,4,10,9,12,1,3,0,1,2.1,3.3,3.6,2008-09,Newcastle United,Wigan Athletic
2008-11-15,West Brom,Chelsea,0,3,A,0,3,A,S Bennett,13,15,3,9,3,10,7,10,0,3,0,0,12.0,5.0,1.3,2008-09,West Bromwich Albion,Chelsea
2008-11-15,West Ham,Portsmouth,0,0,D,0,0,D,M Atkinson,11,11,5,7,8,7,6,11,0,1,0,0,2.5,3.25,2.88,2008-09,West Ham United,Portsmouth
2008-11-16,Everton,Middlesbrough,1,1,D,0,1,A,H Webb,15,11,7,3,11,1,11,13,0,2,0,0,1.83,3.5,4.5,2008-09,Everton,Middlesbrough
2008-11-16,Hull,Man City,2,2,D,1,2,A,P Dowd,11,12,6,8,3,6,15,16,2,3,0,0,2.88,3.25,2.5,2008-09,Hull City,Manchester City
2008-11-22,Aston Villa,Man United,0,0,D,0,0,D,C Foy,10,12,7,7,3,6,12,15,1,0,0,0,5.0,3.6,1.73,2008-09,Aston Villa,Manchester United
2008-11-22,Chelsea,Newcastle,0,0,D,0,0,D,P Dowd,25,2,14,0,8,1,12,13,0,2,0,0,1.2,6.0,19.0,2008-09,Chelsea,Newcastle United
2008-11-22,Liverpool,Fulham,0,0,D,0,0,D,M Halsey,18,6,7,6,9,3,7,6,0,0,0,0,1.25,5.5,15.0,2008-09,Liverpool,Fulham
2008-11-22,Man City,Arsenal,3,0,H,1,0,H,A Wiley,12,11,8,5,3,3,16,9,0,1,0,0,3.25,3.4,2.2,2008-09,Manchester City,Arsenal
2008-11-22,Middlesbrough,Bolton,1,3,A,0,2,A,M Atkinson,18,11,5,5,8,0,10,15,2,5,0,0,1.91,3.4,4.33,2008-09,Middlesbrough,Bolton Wanderers
2008-11-22,Portsmouth,Hull,2,2,D,1,0,H,S Attwell,14,13,7,6,7,7,13,13,2,1,0,0,1.8,3.6,4.5,2008-09,Portsmouth,Hull City
2008-11-22,Stoke,West Brom,1,0,H,0,0,D,L Mason,9,8,7,2,4,1,9,7,1,0,0,0,2.2,3.3,3.4,2008-09,Stoke City,West Bromwich Albion
2008-11-23,Sunderland,West Ham,0,1,A,0,1,A,M Dean,17,10,6,5,4,2,13,16,2,1,0,0,2.1,3.4,3.5,2008-09,Sunderland,West Ham United
2008-11-23,Tottenham,Blackburn,1,0,H,1,0,H,H Webb,16,9,7,6,6,6,15,15,2,3,0,1,1.73,3.75,4.75,2008-09,Tottenham Hotspur,Blackburn Rovers
2008-11-24,Wigan,Everton,1,0,H,0,0,D,R Styles,12,7,6,2,3,3,8,7,0,0,0,0,2.5,3.3,2.88,2008-09,Wigan Athletic,Everton
2008-11-29,Aston Villa,Fulham,0,0,D,0,0,D,M Jones,12,5,4,2,11,4,9,16,0,2,0,0,1.57,3.8,6.5,2008-09,Aston Villa,Fulham
2008-11-29,Middlesbrough,Newcastle,0,0,D,0,0,D,A Wiley,14,10,7,5,7,2,9,7,1,1,0,0,2.2,3.3,3.4,2008-09,Middlesbrough,Newcastle United
2008-11-29,Stoke,Hull,1,1,D,0,1,A,K Stroud,10,6,5,5,5,3,17,20,2,3,0,0,2.4,3.4,2.88,2008-09,Stoke City,Hull City
2008-11-29,Sunderland,Bolton,1,4,A,1,3,A,C Foy,14,11,9,6,5,6,9,6,4,0,0,0,2.25,3.3,3.3,2008-09,Sunderland,Bolton Wanderers
2008-11-29,Wigan,West Brom,2,1,H,0,0,D,P Dowd,17,17,9,9,6,8,10,7,0,2,0,0,1.73,3.6,5.0,2008-09,Wigan Athletic,West Bromwich Albion
2008-11-30,Chelsea,Arsenal,1,2,A,1,0,H,M Dean,12,9,5,6,3,2,18,16,2,0,0,0,1.8,3.4,5.0,2008-09,Chelsea,Arsenal
2008-11-30,Man City,Man United,0,1,A,0,1,A,H Webb,10,12,1,8,3,8,17,15,2,5,0,1,4.33,3.6,1.83,2008-09,Manchester City,Manchester United
2008-11-30,Portsmouth,Blackburn,3,2,H,0,0,D,M Halsey,9,10,6,2,8,10,5,12,0,1,0,0,2.1,3.3,3.6,2008-09,Portsmouth,Blackburn Rovers
2008-11-30,Tottenham,Everton,0,1,A,0,0,D,S Bennett,14,8,6,6,5,1,9,16,1,3,0,0,1.91,3.5,4.0,2008-09,Tottenham Hotspur,Everton
2008-12-01,Liverpool,West Ham,0,0,D,0,0,D,P Walton,21,7,8,3,17,5,5,7,1,1,0,0,1.3,5.0,12.0,2008-09,Liverpool,West Ham United
2008-12-06,Arsenal,Wigan,1,0,H,1,0,H,S Bennett,11,10,4,4,8,3,13,13,1,2,0,0,1.33,4.75,11.0,2008-09,Arsenal,Wigan Athletic
