match_date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_goals_ht,away_goals_ht,result_ht,referee,home_shots,away_shots,home_shots_target,away_shots_target,home_corners,away_corners,home_fouls,away_fouls,home_yellows,away_yellows,home_reds,away_reds,odds_home_b365_close,odds_draw_b365_close,odds_away_b365_close,season,home_team,away_team
2009-08-23,Fulham,Chelsea,0,2,A,0,1,A,A Marriner,4,12,1,4,4,7,11,10,0,0,0,0,6.5,3.8,1.57,2009-10,Fulham,Chelsea
2009-08-23,West Ham,Tottenham,1,2,A,0,0,D,M Clattenburg,17,17,8,10,4,8,13,11,2,1,0,0,3.1,3.25,2.38,2009-10,West Ham United,Tottenham Hotspur
2009-08-24,Liverpool,Aston Villa,1,3,A,0,2,A,M Atkinson,21,7,12,4,10,4,15,11,3,2,0,0,1.44,4.2,8.0,2009-10,Liverpool,Aston Villa
2009-08-29,Blackburn,West Ham,0,0,D,0,0,D,P Dowd,19,11,9,5,5,2,13,18,1,3,0,0,2.2,3.3,3.5,2009-10,Blackburn Rovers,West Ham United
2009-08-29,Bolton,Liverpool,2,3,A,1,1,D,A Wiley,8,26,5,14,5,11,14,7,3,1,1,0,7.0,4.0,1.53,2009-10,Bolton Wanderers,Liverpool
2009-08-29,Chelsea,Burnley,3,0,H,1,0,H,M Clattenburg,27,3,17,0,10,1,7,5,0,1,0,0,1.14,8.0,21.0,2009-10,Chelsea,Burnley
2009-08-29,Man United,Arsenal,2,1,H,0,1,A,M Dean,10,9,4,3,6,5,21,15,3,6,0,0,2.2,3.3,3.5,2009-10,Manchester United,Arsenal
2009-08-29,Stoke,Sunderland,1,0,H,1,0,H,M Jones,13,9,7,6,10,10,9,8,0,2,0,0,2.38,3.25,3.2,2009-10,Stoke City,Sunderland
2009-08-29,Tottenham,Birmingham,2,1,H,0,0,D,P Walton,20,11,14,6,7,3,12,10,2,2,0,0,1.36,4.75,9.0,2009-10,Tottenham Hotspur,Birmingham City
2009-08-29,Wolves,Hull,1,1,D,0,1,A,S Attwell,24,5,17,4,8,2,11,15,0,2,0,0,2.1,3.3,3.6,2009-10,Wolverhampton Wanderers,Hull City
2009-08-30,Aston Villa,Fulham,2,0,H,1,0,H,S Bennett,9,6,4,3,9,4,9,9,1,2,0,0,1.73,3.6,5.25,2009-10,Aston Villa,Fulham
2009-08-30,Everton,Wigan,2,1,H,0,0,D,L Probert,26,12,14,7,12,5,11,24,1,5,0,0,1.73,3.6,5.25,2009-10,Everton,Wigan Athletic
2009-08-30,Portsmouth,Man City,0,1,A,0,1,A,H Webb,11,12,6,8,3,11,12,7,2,1,0,0,6.5,3.8,1.57,2009-10,Portsmouth,Manchester City
2009-09-12,Blackburn,Wolves,3,1,H,1,0,H,S Bennett,13,9,10,5,10,6,13,16,1,2,0,0,1.83,3.5,4.5,2009-10,Blackburn Rovers,Wolverhampton Wanderers
2009-09-12,Liverpool,Burnley,4,0,H,2,0,H,L Mason,27,6,16,3,7,5,8,10,0,2,0,0,1.2,6.5,15.0,2009-10,Liverpool,Burnley
2009-09-12,Man City,Arsenal,4,2,H,1,0,H,M Clattenburg,10,19,6,9,3,12,13,12,3,2,0,0,2.88,3.25,2.5,2009-10,Manchester City,Arsenal
2009-09-12,Portsmouth,Bolton,2,3,A,1,2,A,C Foy,21,14,11,6,7,5,17,17,2,0,0,0,2.6,3.2,2.8,2009-10,Portsmouth,Bolton Wanderers
2009-09-12,Stoke,Chelsea,1,2,A,1,1,D,M Dean,4,18,2,10,4,14,13,11,3,3,0,0,9.0,4.5,1.4,2009-10,Stoke City,Chelsea
2009-09-12,Sunderland,Hull,4,1,H,1,1,D,M Atkinson,7,6,4,5,7,8,18,15,2,2,0,0,1.75,3.5,5.0,2009-10,Sunderland,Hull City
2009-09-12,Tottenham,Man United,1,3,A,1,2,A,A Marriner,11,17,7,13,3,9,16,13,3,2,0,1,3.1,3.4,2.3,2009-10,Tottenham Hotspur,Manchester United
2009-09-12,Wigan,West Ham,1,0,H,0,0,D,A Wiley,12,12,6,5,6,7,13,11,2,1,0,0,2.3,3.25,3.25,2009-10,Wigan Athletic,West Ham United
2009-09-13,Birmingham,Aston Villa,0,1,A,0,0,D,H Webb,11,12,7,5,7,1,10,20,1,2,0,0,3.4,3.25,2.25,2009-10,Birmingham City,Aston Villa
2009-09-13,Fulham,Everton,2,1,H,0,1,A,P Walton,14,6,8,6,5,3,6,10,1,0,0,0,2.6,3.2,2.8,2009-10,Fulham,Everton
2009-09-19,Arsenal,Wigan,4,0,H,1,0,H,M Jones,23,8,11,5,6,4,6,18,2,2,0,0,1.25,5.5,13.0,2009-10,Arsenal,Wigan Athletic
2009-09-19,Aston Villa,Portsmouth,2,0,H,2,0,H,S Attwell,7,17,5,12,7,5,17,12,2,0,0,0,1.4,4.2,10.0,2009-10,Aston Villa,Portsmouth
2009-09-19,Bolton,Stoke,1,1,D,0,0,D,M Clattenburg,11,10,5,6,4,6,6,11,2,2,0,0,2.1,3.25,3.75,2009-10,Bolton Wanderers,Stoke City
2009-09-19,Burnley,Sunderland,3,1,H,1,1,D,C Foy,10,8,3,5,4,4,4,15,0,3,0,0,2.88,3.25,2.5,2009-10,Burnley,Sunderland
2009-09-19,Hull,Birmingham,0,1,A,0,0,D,P Dowd,16,14,11,9,10,8,15,13,0,2,0,0,2.4,3.25,3.0,2009-10,Hull City,Birmingham City
2009-09-19,West Ham,Liverpool,2,3,A,2,2,D,A Marriner,8,19,5,15,4,4,13,17,3,3,0,0,6.5,4.0,1.53,2009-10,West Ham United,Liverpool
2009-09-20,Chelsea,Tottenham,3,0,H,1,0,H,H Webb,25,9,15,4,11,3,7,9,0,2,0,0,1.5,4.0,7.0,2009-10,Chelsea,Tottenham Hotspur
2009-09-20,Everton,Blackburn,3,0,H,1,0,H,L Mason,18,7,11,4,6,2,15,18,1,2,0,0,1.8,3.3,5.0,2009-10,Everton,Blackburn Rovers
2009-09-20,Man United,Man City,4,3,H,1,1,D,M Atkinson,21,10,11,6,11,1,15,14,2,2,0,0,1.57,4.0,6.0,2009-10,Manchester United,Manchester City
2009-09-20,Wolves,Fulham,2,1,H,1,0,H,K Friend,12,3,4,1,3,3,14,11,1,1,0,0,2.5,3.25,2.88,2009-10,Wolverhampton Wanderers,Fulham
2009-09-26,Birmingham,Bolton,1,2,A,0,1,A,S Bennett,12,10,6,4,8,4,9,17,2,1,0,0,2.2,3.25,3.4,2009-10,Birmingham City,Bolton Wanderers
2009-09-26,Blackburn,Aston Villa,2,1,H,1,1,D,M Clattenburg,15,10,7,5,6,5,14,11,2,3,1,0,3.1,3.25,2.38,2009-10,Blackburn Rovers,Aston Villa
2009-09-26,Fulham,Arsenal,0,1,A,0,0,D,M Atkinson,18,14,12,4,4,6,14,11,4,0,0,0,6.5,4.0,1.53,2009-10,Fulham,Arsenal
2009-09-26,Liverpool,Hull,6,1,H,2,1,H,P Walton,22,7,14,3,13,2,10,3,1,4,0,0,1.14,7.5,23.0,2009-10,Liverpool,Hull City
2009-09-26,Portsmouth,Everton,0,1,A,0,1,A,A Wiley,16,12,12,8,5,6,14,17,0,3,0,0,4.2,3.4,1.91,2009-10,Portsmouth,Everton
2009-09-26,Stoke,Man United,0,2,A,0,0,D,H Webb,2,13,1,7,2,7,9,8,1,1,0,0,8.5,4.5,1.4,2009-10,Stoke City,Manchester United
2009-09-26,Tottenham,Burnley,5,0,H,2,0,H,M Dean,18,10,12,7,2,7,10,14,1,1,0,0,1.33,5.0,10.0,2009-10,Tottenham Hotspur,Burnley
2009-09-26,Wigan,Chelsea,3,1,H,1,0,H,P Dowd,15,14,9,8,4,7,11,11,1,2,0,1,10.0,5.0,1.33,2009-10,Wigan Athletic,Chelsea
2009-09-27,Sunderland,Wolves,5,2,H,1,0,H,L Mason,10,15,8,11,7,8,18,11,1,3,0,0,1.73,3.6,5.0,2009-10,Sunderland,Wolverhampton Wanderers
2009-09-28,Man City,West Ham,3,1,H,2,1,H,C Foy,20,12,12,8,11,5,18,14,1,1,0,0,1.44,4.33,7.5,2009-10,Manchester City,West Ham United
2009-10-03,Bolton,Tottenham,2,2,D,1,1,D,M Jones,12,17,9,9,5,6,15,16,2,1,0,0,3.8,3.6,1.95,2009-10,Bolton Wanderers,Tottenham Hotspur
2009-10-03,Burnley,Birmingham,2,1,H,0,0,D,K Friend,15,10,13,6,8,4,17,11,0,3,0,0,2.3,3.25,3.2,2009-10,Burnley,Birmingham City
2009-10-03,Hull,Wigan,2,1,H,0,0,D,M Clattenburg,11,13,6,5,4,2,14,8,0,2,0,0,2.88,3.3,2.5,2009-10,Hull City,Wigan Athletic
2009-10-03,Man United,Sunderland,2,2,D,0,1,A,A Wiley,17,4,9,3,14,1,11,15,2,3,0,1,1.2,6.5,15.0,2009-10,Manchester United,Sunderland
2009-10-03,Wolves,Portsmouth,0,1,A,0,1,A,H Webb,11,12,5,8,8,6,8,12,1,2,0,0,2.0,3.4,3.8,2009-10,Wolverhampton Wanderers,Portsmouth
2009-10-04,Arsenal,Blackburn,6,2,H,3,2,H,P Walton,24,7,18,7,8,1,9,10,1,1,0,0,1.2,6.5,15.0,2009-10,Arsenal,Blackburn Rovers
2009-10-04,Chelsea,Liverpool,2,0,H,0,0,D,M Atkinson,12,12,8,3,5,8,14,17,1,1,0,0,2.1,3.3,3.6,2009-10,Chelsea,Liverpool
2009-10-04,Everton,Stoke,1,1,D,0,0,D,A Marriner,24,8,17,6,11,4,5,15,1,3,0,0,1.57,4.0,6.0,2009-10,Everton,Stoke City
2009-10-04,West Ham,Fulham,2,2,D,1,0,H,P Dowd,20,10,10,6,8,4,12,9,3,2,0,1,2.2,3.25,3.4,2009-10,West Ham United,Fulham
2009-10-05,Aston Villa,Man City,1,1,D,1,0,H,M Dean,12,9,6,7,6,6,10,8,1,2,0,0,2.75,3.25,2.63,2009-10,Aston Villa,Manchester City
2009-10-17,Arsenal,Birmingham,3,1,H,2,1,H,L Probert,20,3,12,2,7,3,8,16,1,2,0,0,1.17,7.0,19.0,2009-10,Arsenal,Birmingham City
2009-10-17,Aston Villa,Chelsea,2,1,H,1,1,D,K Friend,7,21,5,13,6,9,19,13,2,1,0,0,4.5,3.6,1.8,2009-10,Aston Villa,Chelsea
2009-10-17,Everton,Wolves,1,1,D,0,0,D,S Attwell,13,12,5,6,6,5,6,15,1,3,0,1,1.44,4.2,6.5,2009-10,Everton,Wolverhampton Wanderers
2009-10-17,Man United,Bolton,2,1,H,2,0,H,M Clattenburg,13,15,7,7,13,1,15,8,0,1,0,0,1.2,5.5,13.0,2009-10,Manchester United,Bolton Wanderers
2009-10-17,Portsmouth,Tottenham,1,2,A,0,2,A,P Dowd,23,9,13,4,10,9,14,13,3,3,1,1,4.5,3.5,1.83,2009-10,Portsmouth,Tottenham Hotspur
2009-10-17,Stoke,West Ham,2,1,H,1,1,D,M Atkinson,11,12,4,11,5,6,16,13,3,3,0,0,2.1,3.3,3.6,2009-10,Stoke City,West Ham United
2009-10-17,Sunderland,Liverpool,1,0,H,1,0,H,M Jones,13,15,7,6,1,7,20,17,2,1,0,0,4.2,3.4,1.91,2009-10,Sunderland,Liverpool
2009-10-18,Blackburn,Burnley,3,2,H,3,1,H,C Foy,12,9,6,5,3,2,18,14,3,3,0,0,1.73,3.6,5.0,2009-10,Blackburn Rovers,Burnley
2009-10-18,Wigan,Man City,1,1,D,1,0,H,A Wiley,13,5,7,4,6,6,15,11,2,1,0,1,5.0,3.6,1.73,2009-10,Wigan Athletic,Manchester City
2009-10-19,Fulham,Hull,2,0,H,1,0,H,A Marriner,17,5,11,2,7,4,13,15,1,1,0,0,1.67,3.6,5.5,2009-10,Fulham,Hull City
2009-10-24,Birmingham,Sunderland,2,1,H,1,0,H,M Atkinson,19,14,13,6,6,8,9,14,3,1,0,0,2.9,3.25,2.5,2009-10,Birmingham City,Sunderland
2009-10-24,Burnley,Wigan,1,3,A,1,1,D,L Mason,12,13,9,8,7,4,12,11,2,0,0,0,2.5,3.3,2.88,2009-10,Burnley,Wigan Athletic
2009-10-24,Chelsea,Blackburn,5,0,H,1,0,H,A Wiley,26,5,15,2,8,0,8,10,0,1,0,0,1.2,6.5,15.0,2009-10,Chelsea,Blackburn Rovers
2009-10-24,Hull,Portsmouth,0,0,D,0,0,D,S Attwell,7,8,3,2,6,6,16,23,2,1,0,0,2.6,3.2,2.8,2009-10,Hull City,Portsmouth
2009-10-24,Tottenham,Stoke,0,1,A,0,0,D,L Probert,22,8,12,2,7,1,8,18,0,3,0,0,1.44,4.33,7.5,2009-10,Tottenham Hotspur,Stoke City
2009-10-24,Wolves,Aston Villa,1,1,D,0,0,D,P Walton,8,12,4,8,8,3,10,16,1,2,0,0,3.5,3.2,2.2,2009-10,Wolverhampton Wanderers,Aston Villa
2009-10-25,Bolton,Everton,3,2,H,2,1,H,P Dowd,12,17,8,12,4,4,14,15,3,1,0,0,2.63,3.25,2.75,2009-10,Bolton Wanderers,Everton
2009-10-25,Liverpool,Man United,2,0,H,0,0,D,A Marriner,11,7,6,5,5,1,20,11,2,3,1,1,3.0,3.25,2.4,2009-10,Liverpool,Manchester United
2009-10-25,Man City,Fulham,2,2,D,0,0,D,K Friend,20,11,7,5,14,2,11,12,0,2,0,0,1.44,4.2,8.0,2009-10,Manchester City,Fulham
2009-10-25,West Ham,Arsenal,2,2,D,0,2,A,C Foy,15,15,9,10,6,8,17,15,3,2,1,0,7.0,4.2,1.5,2009-10,West Ham United,Arsenal
2009-10-31,Arsenal,Tottenham,3,0,H,2,0,H,M Clattenburg,18,7,12,5,6,2,10,10,1,1,0,0,1.57,4.0,6.0,2009-10,Arsenal,Tottenham Hotspur
2009-10-31,Bolton,Chelsea,0,4,A,0,1,A,P Walton,15,27,6,17,8,10,9,7,1,1,1,0,9.0,4.33,1.4,2009-10,Bolton Wanderers,Chelsea
2009-10-31,Burnley,Hull,2,0,H,1,0,H,M Jones,11,8,5,6,8,1,12,13,1,4,0,1,1.91,3.4,4.2,2009-10,Burnley,Hull City
2009-10-31,Everton,Aston Villa,1,1,D,1,0,H,L Probert,9,13,4,8,3,4,15,16,1,3,1,1,2.5,3.25,2.88,2009-10,Everton,Aston Villa
2009-10-31,Fulham,Liverpool,3,1,H,1,1,D,L Mason,10,6,6,3,2,2,10,13,1,0,0,2,4.2,3.4,1.91,2009-10,Fulham,Liverpool
2009-10-31,Man United,Blackburn,2,0,H,0,0,D,P Dowd,20,2,11,1,7,2,10,21,0,2,0,0,1.17,7.0,19.0,2009-10,Manchester United,Blackburn Rovers
2009-10-31,Portsmouth,Wigan,4,0,H,2,0,H,A Wiley,21,8,11,3,7,4,11,10,0,1,0,0,2.38,3.3,3.0,2009-10,Portsmouth,Wigan Athletic
2009-10-31,Stoke,Wolves,2,2,D,2,0,H,C Foy,10,11,5,7,4,3,13,15,0,3,0,0,1.91,3.4,4.2,2009-10,Stoke City,Wolverhampton Wanderers
2009-10-31,Sunderland,West Ham,2,2,D,1,2,A,A Marriner,17,15,7,9,7,3,12,16,3,3,1,1,2.0,3.3,4.0,2009-10,Sunderland,West Ham United
2009-11-01,Birmingham,Man City,0,0,D,0,0,D,M Dean,7,14,4,6,4,8,9,8,3,1,1,0,4.33,3.6,1.83,2009-10,Birmingham City,Manchester City
2009-11-04,West Ham,Aston Villa,2,1,H,1,0,H,S Bennett,14,13,7,10,6,14,11,12,2,4,0,1,2.75,3.3,2.63,2009-10,West Ham United,Aston Villa
2009-11-07,Aston Villa,Bolton,5,1,H,2,1,H,M Clattenburg,19,13,13,9,8,1,17,16,1,4,0,0,1.8,3.5,4.75,2009-10,Aston Villa,Bolton Wanderers
2009-11-07,Blackburn,Portsmouth,3,1,H,0,1,A,A Marriner,10,9,6,3,8,5,12,18,3,3,0,0,2.1,3.4,3.6,2009-10,Blackburn Rovers,Portsmouth
2009-11-07,Man City,Burnley,3,3,D,1,2,A,S Attwell,13,6,8,4,8,3,10,11,1,3,0,0,1.33,4.75,11.0,2009-10,Manchester City,Burnley
2009-11-07,Tottenham,Sunderland,2,0,H,1,0,H,K Friend,10,14,8,6,4,4,10,19,1,2,0,0,1.57,3.75,6.5,2009-10,Tottenham Hotspur,Sunderland
2009-11-07,Wolves,Arsenal,1,4,A,0,3,A,St Bennett,8,11,6,6,4,4,9,15,2,3,0,0,9.0,4.75,1.36,2009-10,Wolverhampton Wanderers,Arsenal
2009-11-08,Chelsea,Man United,1,0,H,0,0,D,Mn Atkinson,12,21,9,10,0,7,13,15,3,3,0,0,2.0,3.25,4.0,2009-10,Chelsea,Manchester United
2009-11-08,Hull,Stoke,2,1,H,0,1,A,M Dean,16,7,8,4,4,2,12,14,1,4,0,1,2.75,3.3,2.6,2009-10,Hull City,Stoke City
2009-11-08,West Ham,Everton,1,2,A,0,1,A,A Wiley,16,9,7,6,5,4,12,18,0,5,0,0,2.4,3.3,3.0,2009-10,West Ham United,Everton
2009-11-08,Wigan,Fulham,1,1,D,1,1,D,P Dowd,19,7,12,3,10,6,15,16,2,1,0,0,2.25,3.2,3.4,2009-10,Wigan Athletic,Fulham
2009-11-09,Liverpool,Birmingham,2,2,D,1,2,A,P Walton,27,5,14,2,11,1,7,9,1,2,0,0,1.36,4.5,10.0,2009-10,Liverpool,Birmingham City
2009-11-21,Birmingham,Fulham,1,0,H,1,0,H,C Foy,3,12,2,5,0,7,7,9,1,0,0,0,2.5,3.2,2.9,2009-10,Birmingham City,Fulham
2009-11-21,Burnley,Aston Villa,1,1,D,1,0,H,H Webb,11,10,6,6,6,8,6,12,0,3,0,0,3.4,3.3,2.2,2009-10,Burnley,Aston Villa
2009-11-21,Chelsea,Wolves,4,0,H,3,0,H,L Mason,23,4,14,3,5,6,4,14,0,2,0,0,1.17,7.0,19.0,2009-10,Chelsea,Wolverhampton Wanderers
2009-11-21,Hull,West Ham,3,3,D,3,2,H,M Clattenburg,12,16,8,10,5,3,9,17,0,4,1,0,2.88,3.25,2.5,2009-10,Hull City,West Ham United
2009-11-21,Liverpool,Man City,2,2,D,0,0,D,P Dowd,10,9,6,6,7,3,9,13,2,0,0,0,1.91,3.4,4.2,2009-10,Liverpool,Manchester City
2009-11-21,Man United,Everton,3,0,H,1,0,H,S Bennett,18,11,11,5,13,4,4,6,2,2,0,0,1.4,4.5,9.0,2009-10,Manchester United,Everton
2009-11-21,Sunderland,Arsenal,1,0,H,0,0,D,A Wiley,5,9,1,3,2,6,10,10,2,1,0,0,6.0,3.75,1.62,2009-10,Sunderland,Arsenal
2009-11-22,Bolton,Blackburn,0,2,A,0,1,A,M Dean,15,15,8,11,7,7,13,12,3,1,0,0,2.25,3.2,3.4,2009-10,Bolton Wanderers,Blackburn Rovers
2009-11-22,Stoke,Portsmouth,1,0,H,0,0,D,K Friend,9,14,3,7,4,4,15,13,1,2,0,0,2.1,3.4,3.5,2009-10,Stoke City,Portsmouth
2009-11-22,Tottenham,Wigan,9,1,H,1,0,H,P Walton,28,11,16,5,10,5,9,11,1,0,0,0,1.44,4.33,8.0,2009-10,Tottenham Hotspur,Wigan Athletic
2009-11-25,Fulham,Blackburn,3,0,H,1,0,H,S Attwell,8,7,4,3,3,3,7,13,0,0,0,0,2.1,3.3,3.6,2009-10,Fulham,Blackburn Rovers
2009-11-25,Hull,Everton,3,2,H,3,0,H,M Atkinson,8,5,7,3,3,4,18,23,1,4,0,0,3.5,3.3,2.15,2009-10,Hull City,Everton
2009-11-28,Aston Villa,Tottenham,1,1,D,1,0,H,P Dowd,12,23,4,17,7,9,10,8,0,1,0,0,2.5,3.25,2.88,2009-10,Aston Villa,Tottenham Hotspur
2009-11-28,Blackburn,Stoke,0,0,D,0,0,D,H Webb,11,7,4,4,9,2,12,11,1,2,0,0,1.91,3.4,4.2,2009-10,Blackburn Rovers,Stoke City
2009-11-28,Fulham,Bolton,1,1,D,0,1,A,S Bennett,12,4,7,2,8,5,7,21,1,6,0,0,1.91,3.5,4.2,2009-10,Fulham,Bolton Wanderers
2009-11-28,Man City,Hull,1,1,D,1,0,H,L Probert,17,8,7,3,8,2,14,12,1,3,0,0,1.29,5.5,11.0,2009-10,Manchester City,Hull City
2009-11-28,Portsmouth,Man United,1,4,A,1,1,D,M Dean,20,12,12,8,4,8,16,10,4,3,0,0,10.0,4.5,1.36,2009-10,Portsmouth,Manchester United
2009-11-28,West Ham,Burnley,5,3,H,3,0,H,C Foy,9,16,5,10,1,7,10,15,2,1,0,1,1.8,3.6,4.5,2009-10,West Ham United,Burnley
2009-11-28,Wigan,Sunderland,1,0,H,0,0,D,Mn Atkinson,16,9,10,4,5,8,12,14,0,3,0,0,2.4,3.4,2.9,2009-10,Wigan Athletic,Sunderland
2009-11-29,Arsenal,Chelsea,0,3,A,0,2,A,A Marriner,5,7,3,5,4,3,17,12,2,2,0,0,2.7,3.2,2.7,2009-10,Arsenal,Chelsea
2009-11-29,Everton,Liverpool,0,2,A,0,1,A,A Wiley,12,9,8,7,6,4,15,12,1,0,0,0,3.5,3.4,2.1,2009-10,Everton,Liverpool
2009-11-29,Wolves,Birmingham,0,1,A,0,1,A,M Clattenburg,8,13,2,7,6,5,14,8,2,1,0,0,2.4,3.2,3.1,2009-10,Wolverhampton Wanderers,Birmingham City
2009-12-05,Arsenal,Stoke,2,0,H,1,0,H,M Clattenburg,12,5,8,4,10,2,3,7,0,0,0,0,1.29,5.0,13.0,2009-10,Arsenal,Stoke City
2009-12-05,Aston Villa,Hull,3,0,H,2,0,H,S Attwell,13,5,6,1,9,3,15,15,4,3,0,0,1.44,4.33,7.5,2009-10,Aston Villa,Hull City
2009-12-05,Blackburn,Liverpool,0,0,D,0,0,D,M Atkinson,9,15,3,11,1,8,15,9,1,0,0,0,5.25,3.8,1.67,2009-10,Blackburn Rovers,Liverpool
2009-12-05,Man City,Chelsea,2,1,H,1,1,D,H Webb,13,10,8,6,9,6,12,17,1,6,0,0,4.2,3.4,1.91,2009-10,Manchester City,Chelsea
2009-12-05,Portsmouth,Burnley,2,0,H,0,0,D,P Dowd,9,14,4,8,5,5,16,14,4,2,0,0,1.91,3.4,4.2,2009-10,Portsmouth,Burnley
2009-12-05,West Ham,Man United,0,4,A,0,1,A,P Walton,11,18,7,11,2,8,8,16,0,1,0,0,8.0,4.2,1.44,2009-10,West Ham United,Manchester United
2009-12-05,Wigan,Birmingham,2,3,A,1,0,H,L Probert,18,10,7,9,2,2,14,8,2,0,0,0,2.1,3.3,3.6,2009-10,Wigan Athletic,Birmingham City
2009-12-05,Wolves,Bolton,2,1,H,1,0,H,C Foy,12,17,11,10,11,10,9,16,2,1,0,0,2.38,3.25,3.1,2009-10,Wolverhampton Wanderers,Bolton Wanderers
2009-12-06,Everton,Tottenham,2,2,D,0,0,D,A Marriner,15,19,6,11,1,6,11,18,4,4,0,0,2.88,3.25,2.5,2009-10,Everton,Tottenham Hotspur
2009-12-06,Fulham,Sunderland,1,0,H,1,0,H,M Dean,16,8,5,5,4,8,9,12,1,2,0,0,2.1,3.3,3.6,2009-10,Fulham,Sunderland
2009-12-12,Birmingham,West Ham,1,0,H,0,0,D,L Mason,16,14,9,7,11,7,12,13,3,4,0,1,2.1,3.3,3.6,2009-10,Birmingham City,West Ham United
